Full_CD8_control_1	Full_CD8_control_2	Full_CD8_control_3	Full_CD8_control_4	Full_CD4_control_1	Full_CD4_control_2	Full_CD4_control_3	Full_CD4_control_4	Full_CD8_V7_1	Full_CD8_V7_2	Full_CD8_V7_3	Full_CD8_V7_4	Full_CD4_V7_1	Full_CD4_V7_2	Full_CD4_V7_3	Full_CD4_V7_4
POLR1H	1240.81993702792	880.983011755206	1116.98608478326	873.851801297287	1168.12473765969	921.767470557235	1312.3963827953	1313.81235604415	950.298501082728	1045.15962487232	1013.16621998669	765.769025643329	915.54015518666	1162.03738104151	880.155834300517	905.772248743947
PPP1R11	1979.49555578985	2255.22763412745	2093.7724297754	2653.95457025352	3446.95124607729	2496.37811034017	2509.41725941079	1638.74630481578	862.126475209073	461.385522132298	2825.29130910184	2432.33827402719	2467.6163012145	3026.77020108121	2340.66180482392	2289.22842117707
RNF39	9.6939057580306	25.5518401896214	0	0	0	6.33828319636606	2.06027689606797	11.7304674646799	0	0	20.7297436314412	12.4370839431631	0	0	0	0
TRIM31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.870098221656049
TRIM40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRIM10	0	1.1109495734618	0	0	0	0	0	0	0	0	0.863739317976717	0	16.6293872788697	0	0	0
TRIM15	0	0	0	0	0	0	0	0	0	0	0	0.888363138797366	0	0	2.51233825204715	0
TRIM26	874.39029937436	718.784374029784	1240.58322380965	758.140492862795	314.646393982409	601.231434626723	658.258468293718	639.310476825053	869.124255040316	924.713720147259	627.074744851096	1021.61760961697	550.617489900353	934.321056581737	641.483700356038	884.889891424202
TRIM39	124.081993702792	441.046980664334	215.833809941605	300.84940192968	47.1969590973613	155.740672824995	62.8384453300732	107.920300675055	274.312969384705	84.5064008958104	195.205085862738	163.458817538715	127.491969138001	153.439755108089	123.942020434326	284.522118481528
TRIM39-RPP21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RPP21	9.6939057580306	61.1022265403989	24.9039011471083	11.1082856097113	33.8244873531089	18.1093805610459	31.9342918890536	3.51914023940396	2.79911193249699	6.79936558931808	6.04617522583702	30.2043467191104	11.0862581859131	16.6144957760351	8.37446084015715	31.3235359796178
HLA-E	3683.68418805163	4139.39811071866	9576.0111744177	7055.61274310161	4163.55840837222	13517.7471197927	3816.66294996592	1720.85957706854	302.304088709675	754.729580414307	5807.78317407544	12408.6563227216	10330.5449195734	15522.8256712215	14071.6065497161	14249.5985760611
GNL1	334.439748652056	405.496594313557	239.815344379561	489.690257294772	226.545403667334	134.914885179792	258.564750456531	112.612487660927	130.15870486111	33.0254900052592	514.788633514123	585.431308467464	363.074955588655	253.126729764299	263.79551646495	425.478030389808
PRR3	358.674513047132	514.369652512813	254.573211725996	294.369568657349	418.479703996604	397.500903314957	389.392333356847	326.106995518101	440.860129368276	530.35051596681	216.798568812156	396.209959903625	594.962522644005	236.512233988264	280.544438145265	241.887305620382
ABCF1	2381.79264474812	3014.00619280186	3392.46475626164	2614.14988015205	1899.67760366879	2753.53131430703	2118.99478760591	699.135860894921	1168.62923181749	1251.08326843453	3638.93374663591	2873.85475400948	2987.74658110359	2990.60923968631	2811.30650404076	2786.05450574267
PPP1R10	616.532406210746	389.943300285091	499.922756360469	230.496926401509	543.551645604611	335.023540379349	858.105327212311	728.46202955662	859.327363276576	724.618104233041	373.135385365942	813.740635138387	1017.16418855753	814.110293025719	510.842111249586	566.433942298088
MRPS18B	3419.04056085739	2776.26298408104	2233.97216956653	2483.62752423795	2619.43122990355	2414.88589781547	2475.42269062567	3271.62737589922	380.679222819591	5007.2470875621	2491.02419304485	2171.15951122076	1692.50208304941	1978.10232062912	2016.57017030984	2109.98818751592
ATAT1	21.3265926676673	81.0993188627113	193.697008921953	35.1762377640857	119.565629713315	128.576601983426	149.370074964928	24.6339816758277	128.759148894862	17.4840829439608	101.921239521253	200.770069368205	249.440809183046	98.7096513752672	154.927525542907	167.928956779617
C6orf136	147.347367522065	187.750477915044	144.811573336889	174.029807885477	106.979773954019	249.003982714381	33.9945687851216	104.401160435651	167.946715949819	70.9076697171743	195.205085862738	246.07658944687	172.76085673048	224.784354616945	176.701123727316	257.549073610191
DHX16	438.164540262983	494.3725601905	758.185434923074	472.102138412729	696.941762671035	502.535310569023	689.162621734738	348.394883700992	459.054356929507	478.869605076259	776.501646861068	1027.83615158855	624.52587780644	766.2214522595	817.347377999338	519.448638328661
PPP1R18	884.084205132391	773.220903129412	1435.20259944076	1634.76936556251	970.684125435731	858.384638593574	1106.3686931885	689.751486923177	950.298501082728	1121.89532223748	1411.35004557395	1403.61375929984	1558.54312996962	1574.46780559956	1594.49734396592	1989.91463292738
NRM	455.613570627438	473.264518294726	308.992847565973	706.301826684142	311.499930042585	535.132195578906	558.335038834421	130.208188857947	12.5960036962365	62.1656282451939	398.183825587266	221.202421560544	266.070196461915	326.425975835042	415.373257671795	432.438816163056
MDC1	531.226035540077	697.67633213401	302.536280601908	533.197709266141	411.400160131999	218.218035760603	391.452610252915	231.090209054194	488.445032220725	279.745327103372	295.398846748037	214.983879588963	502.577037761396	412.430424558047	284.731668565343	383.713315750318
TUBB	16823.7734430621	12950.3391778442	15797.374627649	14177.8751998615	11247.8219688862	11003.2596288915	9620.46296618941	14502.3769265837	7356.06615860209	8722.61471315377	15790.8822112503	10906.4342550153	6526.11065210753	11711.2648755428	8573.77300815289	9551.93827734011
FLOT1	323.776452318222	337.728670332387	333.896748713081	253.639188088408	468.823127033789	755.161169395613	386.301918012745	361.29839791214	429.663681638288	524.522488318823	354.996859688431	1485.3431680692	767.723379374485	595.189878094433	918.678354165239	783.9584977121
IER3	9.6939057580306	14.4423444550034	1.84473341830432	29.6220949592301	25.1717115185927	74.2484603002881	29.8740149929856	1.17304674646799	9.79689176373947	16.5127450026296	169.292906323436	217.648969005355	301.176680717307	36.1609613948999	237.834687860463	143.566206573248
DDR1	0	1.1109495734618	0	1.85138093495188	0	40.7461062623532	1.03013844803399	0	6.99777983124248	1.94267588266231	1.72747863595343	2.6650894163921	15.7055324300436	1.95464656188648	21.7735981844086	14.7916697681528
GTF2H4	0	0	1.84473341830432	0	0	0.905469028052294	0	0	0	0	0	0	0	3.90929312377296	0	0.870098221656049
VARS2	17.4490303644551	87.7650163034821	64.565669640651	56.4671185160323	39.3307992478011	126.765663927321	46.3562301615294	46.9218698587195	96.5693616711462	156.385408554316	83.7827138437415	335.801266465404	129.339678835653	56.6847502947079	85.4195005696029	83.5294292789807
SFTA2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.837446084015715	0
MUCL3	0	0	0.922366709152158	0	0	0	0	0	0	0	0	0	0.923854848826095	0	0	5.2205893299363
MUC21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MUC22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C6orf15	0	0	0	0	0	0	2.06027689606797	0	0	0	12.092350451674	0	0	0	0	0
PSORS1C1	0	7.77664701423259	0	0	0	0	3.09041534410196	0	0	0	0	0	1.84770969765219	0	0	0
CDSN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.7401964433121
PSORS1C2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CCHCR1	29.0817172740918	53.3255795261663	59.9538360948902	72.2038564631233	93.6073022097666	372.147770529493	54.5973377458013	57.4792905769314	60.1809065486853	48.5668970665577	71.6903633920675	206.100248200989	170.913147032828	54.7301037328214	61.1335641331472	127.034340361783
TCF19	570.971049148002	1087.6196324191	560.798959164512	713.70735042395	175.415364645193	1385.36761292001	716.976359831655	425.81596896788	698.378427157999	374.936445353826	594.252650767981	803.968640611616	631.916716597049	641.124072298765	875.968603880438	826.593310573247
POU5F1	4.8469528790153	1.1109495734618	0	37.0276186990376	11.0126237893843	0	0	7.03828047880793	4.19866789874549	2.91401382399346	0	1.77672627759473	0	0.97732328094324	0	8.70098221656049
HLA-C	839.49223864545	926.53194426714	1033.97308095957	843.304015870581	978.550285285291	3672.5823777801	1165.08658472644	762.480385204192	766.956669504176	583.774102740024	786.866518676789	3835.06367018823	3038.55859778903	3072.70439528555	4396.5919410825	3746.64294245095
HLA-B	6152.72198462202	7679.99440134142	6371.70922682311	5553.21711438816	7625.45535816368	13165.5196678803	9898.60034715858	8070.56161569976	8512.09938672335	7166.53133114126	6995.42473629343	13846.0278812957	11948.2147598679	11114.1203508865	14534.7142341768	14654.1942491312
MICA	43.6225759111377	147.756293270419	106.99453826165	186.98947443014	162.829508885897	88.7359647491248	80.350798946651	117.304674646799	11.196447729988	42.7388694185708	40.5957479449057	88.8363138797366	42.4973230460004	61.5713666994241	52.75910329299	73.0882506191081
MICB	1403.67755376283	1114.28242218218	1342.04356181639	1523.6865094654	1302.63607108717	652.843169225704	761.272313097117	1073.33777301821	579.416170026877	905.286961320636	894.833933423878	580.989492773477	448.993456529482	830.724788801754	963.062996618072	522.929031215286
MCCD1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ATP6V1G2-DDX39B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DDX39B	87.2451518222754	119.982553933874	89.4695707877593	184.212403027712	114.845933803579	165.70083213357	112.285090835705	145.45779656203	239.324070228493	203.980967679542	71.6903633920675	69.2923248261945	134.88280792861	88.9364185658348	77.0450397294458	83.5294292789807
ATP6V1G2	16.479639788652	37.7722854977012	44.2736020393036	0	0	3.62187611220917	22.6630458567477	0	5.59822386499398	0	0	38.1996149682867	15.7055324300436	0	8.37446084015715	0
NFKBIL1	5.81634345481836	15.5532940284652	0.922366709152158	24.9936426218504	19.6653996239006	57.0445487672945	18.5424920646118	17.5957011970198	2.79911193249699	3.88535176532462	10.3648718157206	61.2970565770182	90.5377751849573	5.86393968565944	47.7344267888958	36.5441253095541
LTA	501.174927690182	143.312494976572	544.196358399773	412.857948494269	674.916515092267	1357.29807305039	685.042067942602	334.318322743377	436.661461469531	460.414184190967	3702.85045616618	2727.27483610791	13233.296854585	7592.82456964803	8455.69311030667	6947.73429992355
TNF	370.307199956769	1913.05516550122	660.414563752945	149.961855731102	777.17659313655	1423.39731209821	314.192226650366	295.607780109933	2786.51592880075	2486.62512980776	18843.33696098	7716.32222359392	10021.9774000655	4160.46520697537	12936.8671058748	9675.49222481527
LTB	179.337256523566	83.3212180096349	217.678543359909	112.934237032065	298.914074283288	304.237593425571	418.236209901799	414.0855015032	214.13206283602	136.958649727693	241.847009033481	302.043467191104	494.262344121961	518.95866218086	493.255743485256	489.865298792356
LST1	290.817172740918	241.07605744121	186.318075248736	218.462950324322	505.007462341766	324.157912042721	150.400213412962	333.145275996909	25.1920073924729	439.044749481682	254.803098803131	242.523136891681	441.602617738873	228.693647740718	230.297673104322	207.08337675414
NCR3	956.78849831762	404.385644740095	749.884134540704	823.864516053586	123.498709638095	163.889894077465	49.4466455056314	300.299967095805	44.7857909199519	65.0796420691873	710.857458694838	812.85227199959	123.796549742697	302.970217092404	194.287491491646	143.566206573248
AIF1	286.939610437706	436.603182370487	297.002080346995	245.307973881124	80.2348304655142	124.954725871217	96.8330141151948	227.57106881479	916.709157892765	471.09890154561	412.003654674894	213.207153311368	66.5175491154788	115.324147151302	103.005868333933	160.098072784713
PRRC2A	24.2347643950765	95.5416633177147	219.523276778214	175.881188820429	47.9835750823173	138.536761292001	37.0849841292235	26.9800751687637	25.1920073924729	23.3121105919477	254.803098803131	249.63004200206	314.110648600872	182.759453536386	170.839001139206	277.56133270828
BAG6	264.643627194235	423.271787488945	414.142652409319	312.883378006868	289.474682463816	400.217310399114	405.874548525391	402.35503403852	162.348492084825	720.732752467716	434.460876942288	377.554333988881	536.759667167961	360.632290668055	433.79707152014	395.024592631846
APOM	124.081993702792	107.762108625794	109.761638389107	137.002189186439	146.31057320182	43.4625133465101	114.345367731773	90.3245994780351	212.732506869771	270.031947690061	185.703953364994	70.1806879649919	145.045211265697	83.0724788801754	108.867990922043	100.061295490446
C6orf47	26.1735455466826	22.218991469236	82.090637114542	132.373736849059	0.786615984956022	31.6914159818303	1.03013844803399	15.2496077040838	0	7.77070353064923	49.2331411246728	83.5061350469524	30.4872100112611	73.299246070743	71.1829171413358	66.9975630675158
GPANK1	480.817725598318	810.993188627113	952.804810554179	1035.84763310558	486.915294687778	986.055771548948	272.986688729007	160.707404266114	25.1920073924729	72.8503455998366	877.559147064344	779.09447272529	398.181439844047	706.604732121962	668.281975044541	794.399676371973
CSNK2B	398.419526655058	488.817812323191	568.177892837729	484.136114489917	302.060538223112	641.977540889076	405.874548525391	330.799182503973	309.301868540917	698.3919798171	636.57587734884	746.225036589787	797.28673453692	757.425542731011	707.641940993279	716.090836422929
LY6G5B	0	6.66569744077079	21.2144343104996	0	0	20.8257876452028	0	14.0765609576159	4.19866789874549	10.6847173546427	0	7.10690511037893	2.77156454647828	14.6598492141486	8.37446084015715	20.8823573197452
LY6G5C	15.510249212849	8.88759658769439	96.8485044609766	77.7579992679789	68.4355906911739	0	43.2658148174275	0	2.79911193249699	30.1114761812658	19.8660043134645	71.0690511037893	4.61927424413047	90.8910651277213	113.892667426137	114.852965258599
ABHD16A	4.8469528790153	1.1109495734618	28.5933679837169	28.6964044917541	9.43939181947226	15.392973476889	0	5.86523373233994	2.79911193249699	0.971337941331154	6.04617522583702	7.99526824917629	3.69541939530438	8.79590952848916	6.69956867212572	0.870098221656049
LY6G6F	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LY6G6F-LY6G6D	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LY6G6D	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MPIG6B	25.2041549708796	0	0	0	0	0	0	1.17304674646799	0	0	0	0	0	28.342375147354	0	0
LY6G6C	0	2.2218991469236	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DDAH2	10.6632963338337	19.9970923223124	74.7117034413248	117.562689369444	17.3055516690325	89.6414337771771	14.4219382724758	16.4226544505518	5.59822386499398	2.91401382399346	106.239936111136	127.924291986821	126.568114289175	166.144957760351	79.5573779814929	165.318662114649
CLIC1	23547.4664768321	18948.3559249644	18989.6858080246	17638.1061672866	19919.4765870413	15953.4588052534	19287.2821625403	21416.3144502661	22002.4193453926	22016.3457782119	21689.3580137133	17761.9325971145	16150.8304671778	19084.1917069786	19329.9305112507	17013.0305280407
MSH5	13.5714680612428	28.8846889100068	16.6026007647388	59.2441899184601	29.1047914433728	0	2.06027689606797	16.4226544505518	0	0.971337941331154	38.8682693089522	11.5487208043658	0.923854848826095	4.8866164047162	33.4978433606286	41.7647146394904
MSH5-SAPCD1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SAPCD1	2.90817172740918	8.88759658769439	0	0	0	0	16.4822151685438	0	0	0	16.4110470415576	0	2.77156454647828	0	0	6.09068755159234
VWA7	0	2.2218991469236	0	0.92569046747594	0	28.0695398696211	0	0	0	0	0	15.1021733595552	3.69541939530438	0	36.8476276966915	2.61029466496815
VARS1	50.4083099417591	24.4408906161596	22.1368010196518	28.6964044917541	41.6906472026692	135.820354207844	41.2055379213595	24.6339816758277	47.5849028524488	47.5955591252266	43.1869658988358	316.257277411862	239.278405845959	47.8888407662187	158.27730987897	148.786795903184
LSM2	1011.07437056259	1135.39046407796	1357.72379587198	1582.00500891638	932.139942172886	2005.61389713583	1108.42897008457	358.952304419204	480.047696423234	300.143423871327	1376.80047285489	1876.22294914004	1807.98393915267	1870.59675972536	1375.0864699538	1540.07385233121
HSPA1L	54.2858722449714	8.88759658769439	129.131339281302	37.9533091665135	1.57323196991204	57.0445487672945	158.641320997234	152.496077040838	95.1698057048977	133.073297962368	137.334551558298	49.7483357726525	123.796549742697	191.555363064875	36.0101816126757	111.372572371974
HSPA1A	164.79639788652	248.852704455443	232.436410706344	248.085045283552	181.708292524841	520.644691130069	414.115656109663	218.186694843046	117.562701164874	111.703863253083	73.4178420280209	205.211885062192	441.602617738873	346.94976473485	355.077139622663	369.791744203821
HSPA1B	22.2959832434704	17.7751931753888	11.990767218978	21.2908807519466	16.5189356840765	31.6914159818303	33.9945687851216	18.7687479434878	11.196447729988	9.71337941331154	31.0946154471618	23.0974416087315	36.0303391042177	34.2063148330134	15.0740295122829	37.4142235312101
NEU1	391.633792624436	689.899685119777	1168.63862049578	1670.87129379407	597.041532581621	1313.83555970388	167.91256702954	339.010509729248	354.087659460869	451.672142718987	1414.80500284586	1359.19560235997	873.04283214066	1389.75370550129	1139.76412034539	1091.97326817834
SLC44A4	0	0	0	0	0	0	1.03013844803399	0	0	0	0	9.77199452677102	0	0	0	0
EHMT2	36.8368418805163	65.5460248342461	201.998309304323	131.448046381583	73.9419025858661	235.421947293596	23.6931843047817	53.9601503375274	100.768029569892	27.1974623572723	95.8750642954155	162.570454399918	291.938132229046	131.938642927337	158.27730987897	137.475519021656
C2	0	0	0	5.55414280485564	0	0	0	1.17304674646799	0	1.94267588266231	0	0	25.8679357671307	6.84126296660268	0	12.1813751031847
ZBTB12	0	0	0	0	18.8787836389445	0	0	0	0	0	0	0	0	0	0	0
CFB	0	0	0	0	0	0	0	0	6.99777983124248	0	0	6.21854197158156	0	0	0.837446084015715	0.870098221656049
NELFE	465.307476385469	743.225264645943	807.99323721729	637.800732090923	383.081984673583	1388.08402000417	758.181897753015	222.878881828918	417.067677942052	450.700804777656	927.656027506993	3074.62482337768	2397.40333270372	711.491348526679	2230.95636781786	1647.0959335949
SKIC2	49.4389193659561	76.6555205688641	162.33654081078	375.830329795232	40.1174152327571	169.322708245779	36.0548456811896	46.9218698587195	18.1942275612304	23.3121105919477	130.424637014484	294.048198941928	254.983938276002	239.444203831094	209.361521003929	97.4510008254775
DXO	156.071882704293	164.420536872346	403.074251899493	372.127567925328	60.5694308416137	276.16805355595	124.646752212112	60.9984308163354	23.7924514262244	71.8790076585054	202.978739724528	190.109711702636	206.943486137045	228.693647740718	285.569114649359	247.107894950318
STK19	101.786010459321	118.871604360412	233.358777415496	214.760188454418	62.9292787964818	119.521911702903	36.0548456811896	51.6140568445915	1.3995559662485	98.1051320744466	209.024914950365	318.034003689457	162.598453393393	131.938642927337	143.203280366687	224.485341187261
C4A	0	0	0.922366709152158	0	1.57323196991204	0	0	0	0	0	1.72747863595343	0	0.923854848826095	0	0	8.70098221656049
C4B	0	0	0.922366709152158	0	0	0	0	0	0	0	1.72747863595343	0	0.923854848826095	0	0	0
CYP21A2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TNXB	0	0	0	0	0	0	1.03013844803399	0	0	0	0	0	0	0	0	0
ATF6B	1013.98254229	515.480602086275	812.605070763051	1069.17248993471	987.203061119808	596.704089486461	645.89680691731	861.016311907503	13.995559662485	35.9395038292527	834.372181165508	625.407649713346	380.628197716351	838.5433750493	659.907514204383	621.250130262419
FKBPL	79.4900272158509	86.6540667300203	298.846813765299	37.0276186990376	80.2348304655142	66.0992390478174	111.254952387671	158.361310773178	2.79911193249699	10.6847173546427	128.697158378531	111.933755488468	43.4211778948265	98.7096513752672	66.9956867212572	174.889742552866
PRRT1	8.72451518222754	2.2218991469236	0	21.2908807519466	33.8244873531089	12.6765663927321	62.8384453300732	2.34609349293598	0	0	0	5.3301788327842	0	0	0	4.35049110828025
PPT2	46.5307476385469	132.202999241954	21.2144343104996	64.7983327233158	36.184335307977	18.1093805610459	77.260383602549	3.51914023940396	219.730286701014	36.9108417705839	47.5056624887194	150.133370456755	12.0101130347392	47.8888407662187	50.2467650409429	46.1152057477706
PPT2-EGFL8	6.78573403062142	2.2218991469236	0	0	14.9457037141644	0	2.06027689606797	0	1.3995559662485	0.971337941331154	2.59121795393015	1.77672627759473	1.84770969765219	1.95464656188648	3.34978433606286	0.870098221656049
EGFL8	0.96939057580306	0	0	0	0	0	0	0	0	0	2.59121795393015	0	0.923854848826095	0	0	0.870098221656049
AGPAT1	90.1533235496846	154.42199071119	227.824577160583	52.7643566461286	106.193157969063	139.442230320053	50.4767839536654	117.304674646799	152.551600321086	95.1911182504531	132.152115650438	151.021733595552	145.045211265697	218.920414931286	119.754790014247	194.902001650955
RNF5	174.490303644551	289.957838673529	582.013393475012	588.739137314698	221.039091772642	674.574425898959	251.353781320293	215.84060135011	120.361813097371	171.926815615614	487.148975338868	497.483357726525	486.871505331352	581.507352161228	586.212258811001	541.201093870063
AGER	194.847505736415	36.6613359242394	95.9261377518244	74.9809278655511	121.138861683227	100.507062113805	153.490628757064	70.3828047880793	41.9866789874549	39.8248555945773	76.8727992999278	48.8599726338551	117.329565800914	176.895513850726	84.5820544855872	68.7377595108279
PBX2	13.5714680612428	37.7722854977012	5.53420025491295	1.85138093495188	55.8497349318776	5.43281416831376	18.5424920646118	18.7687479434878	4.19866789874549	17.4840829439608	14.6835684056042	10.6603576655684	21.2486615230002	13.6825259332054	9.21190692417287	26.9730448713375
GPSM3	1031.43157265446	1167.60800170835	1361.41326270858	1466.29370048189	1670.77235204659	1535.67547157669	1145.51395421379	633.445243092713	555.623718600653	433.216721833695	988.98151908334	806.633730028008	1357.14277292553	1481.62209390995	1496.51615213608	1540.94395055286
NOTCH4	15.510249212849	1.1109495734618	0	4.6284523373797	0	0	36.0548456811896	23.4609349293598	43.3862349537034	0	11.2286111336973	8.88363138797366	14.7816775812175	0	8.37446084015715	10.4411786598726
TSBP1	0	0	0	0	0	1.81093805610459	2.06027689606797	0	0	0	1.72747863595343	0	0	0	0	1.7401964433121
BTNL2	0	4.44379829384719	0	0	0	0	0	0	0	0	0	1.77672627759473	0	0	0	0
HLA-DRA	19870.5680228111	26002.8857164469	15837.0363961425	12226.5196944222	23160.3344450602	8398.22523518502	35197.7704924253	32598.9690843454	44132.1982837138	21803.6227690604	18991.0363843541	16188.6414783044	20684.1862103674	21726.8738586492	22033.2064704535	20399.4528067261
HLA-DRB5	6319.45716366015	8504.31898485007	6128.20441560694	4733.98105067196	6189.09456963398	2803.3321108499	4888.00693592127	5047.62015005175	1301.5870486111	1110.23926694151	6884.00236427443	5649.98956275125	4101.91552878786	4472.23133359627	5255.81162328263	4410.52788557451
HLA-DRB1	4576.49290836625	10733.9947787879	8452.56852267037	6901.02243503313	5769.04163366747	4154.29190070392	3635.35858311194	2356.65091365419	1533.91333900835	1732.86688733478	10574.7604699889	9262.96244824013	7043.46936745015	8969.87307249705	8356.0370263088	6890.30781729425
HLA-DQA1	3432.61202891864	5348.1112466451	2886.0854329371	2401.24107263259	3278.6154252967	1051.24954156871	4317.31023571044	5173.13615192383	6729.06508572277	5020.84581874074	3634.61505004602	2976.90487810997	4539.82272713143	4105.73510324255	4317.87200918503	2994.87807894012
HLA-DQB1	1950.41383851576	5242.57103716623	4212.4487606979	3527.80637155081	2464.46788086722	1904.20136599397	2311.63067738827	945.475677653198	326.096540135899	548.805936852102	5282.6296687456	4288.12887097489	3953.17489812686	5110.4234360522	4855.51239512312	3412.52522533502
HLA-DQA2	527.348473236865	644.350752607843	392.928218098819	346.208234836001	342.17795345587	220.93444284476	582.028223139203	733.154216542492	466.052136760749	664.395151870509	453.463141937776	462.837195313428	615.287329318179	455.43264891955	513.354449501633	390.674101523566
HLA-DQB2	46.5307476385469	91.0978650238675	67.3327697681075	58.3184994509842	70.008822661086	61.571893907556	57.6877530899033	16.4226544505518	0	8.74204147198039	63.916709530277	60.4086934382209	92.3854848826095	88.9364185658348	82.0697162335401	72.2181523974521
HLA-DOB	25.2041549708796	19.9970923223124	79.3235369870856	49.9872852437007	90.4608382699425	70.6265841880789	105.074121699467	280.358172405849	44.7857909199519	52.4522488318823	37.1407906729988	53.301788327842	21.2486615230002	105.55091434187	43.5471963688172	87.0098221656049
TAP2	841.431019797056	919.866246826369	623.519895386859	1157.11308434492	1165.76488970482	546.903292943585	1336.08956710008	1408.82914250805	1967.77568854538	1684.29999026822	994.163954991201	613.85892890898	554.312909295657	1197.22101915547	758.726152118238	938.835981166877
PSMB8	7260.73541276492	9150.89163660484	9631.35317696683	9842.86674067167	8025.84289450629	9338.1020863033	6270.45273318288	4482.21161825418	3999.9309515382	3933.91866239117	9851.81066084243	8434.11963974219	7481.37656579372	10630.3453268196	8598.05894458935	10358.5193288153
PSMB9	3280.41770851755	6477.94696285575	8078.0876387546	8816.27601224085	4057.36525040316	8254.25565972471	3351.04037145456	767.172572190064	835.534911850352	494.411012137558	7552.53659638841	6981.6459078085	6621.26770153662	8799.81882161293	7845.19491505922	7798.69036070317
TAP1	1395.92242915641	2220.78819735014	1166.79388707748	1674.57405566398	2104.98437574232	2486.4179510316	1583.32279462824	1913.23924348929	142.754708557347	213.694347092854	1406.16760966609	5555.82307003873	4317.17370856434	1663.40422416539	4320.38434743707	2827.81922038216
HLA-DMB	1308.67727733413	1518.66806692228	1104.99531756428	852.560920545341	1120.92777856233	567.729080588788	1325.78818261974	2154.88687326169	555.623718600653	470.127563604279	830.053484575625	964.762368733939	910.92088094253	1060.39575982342	994.048501726654	845.73547144968
HLA-DMA	4992.36146538576	6723.46681859081	3752.18777283098	3640.74060858287	4309.86898157404	1984.78810949063	4005.17828595614	5534.43454983597	10320.3256951164	6489.50878603344	4247.86996580949	3861.71456435215	3166.05056692703	3952.29534813446	3682.2504314171	3163.67713394139
BRD2	935.461905649953	915.422448532522	1053.34278185176	1474.62491468917	1216.89492872697	1570.08329464268	826.171035323258	1185.95026067914	1224.61147046743	1192.80299195466	1231.6922674348	1643.47180677513	1065.20464069649	1575.4451288805	1279.61761637601	1523.54198611974
HLA-DOA	174.490303644551	423.271787488945	361.567749987646	243.456592946172	151.816885096512	258.058672994904	298.740149929856	164.226544505518	244.922294093487	341.910955348566	544.155770325331	600.533481827019	155.207614602784	477.911084381244	330.791203186207	414.166753508279
HLA-DPA1	7054.25522011887	9525.28164286146	6577.39700296404	5841.10684977318	7006.38857800329	3316.73304975555	8089.6772324109	7737.41633970285	1039.87008292263	872.261471315377	7117.21198012814	6181.23071975207	5095.05949127591	6651.66225009969	6414.83700356038	6769.36416448406
HLA-DPB1	2270.31272853077	3769.45190275588	2910.06696737506	1994.86295741065	2166.34042256888	1611.73486993308	2128.26603363822	892.688574062139	1018.8767434289	590.573468329342	2901.30036908379	2593.13200214951	2329.96192873941	2898.74085127765	2667.26577759005	2300.53969805859
COL11A2	0	7.77664701423259	0	0	4.71969590973613	3.62187611220917	0	0	0	0.971337941331154	0	7.99526824917629	13.8578227323914	0	25.9608286044872	1.7401964433121
RXRB	374.184762259981	414.384190901251	502.689856487926	314.73475894182	135.297949412436	375.769646641702	240.022258391919	390.62456657384	4.19866789874549	23.3121105919477	392.137650361429	314.480551134268	181.075550369915	213.056475245626	177.538569811332	220.13485007898
SLC39A7	181.276037675172	423.271787488945	435.357086719818	602.624494326837	173.055516690325	407.461062623532	64.8987222261412	184.168339195474	85.3729139411582	104.904497663765	269.486667208736	365.117250045717	457.308150168917	388.974665815409	242.859364364557	335.857913559235
HSD17B8	31.0204984256979	47.7708316588573	65.4880363498032	11.1082856097113	12.5858557592964	12.6765663927321	20.6027689606797	32.8453089011037	36.3884551224609	99.0764700157777	22.4572222673946	173.230812065486	120.101130347392	57.6620735756511	48.5718728729115	40.0245181961783
RING1	147.347367522065	79.9883692892495	122.674772317237	45.358832906321	118.779013728359	69.7211151600266	156.581044101166	102.055066942715	69.9777983124248	77.7070353064923	102.784978839229	143.026465346376	83.1469363943485	148.553138703372	73.6952553933829	102.671590155414
VPS52	411.9909947163	264.405998483908	671.482964262771	637.800732090923	395.667840432879	300.615717313362	414.115656109663	428.162062460816	23.7924514262244	13.5987311786362	412.86739399287	254.071857696047	199.552647346437	243.353496954867	358.426923958726	582.965808509553
