Full_CD8_control_1	Full_CD8_control_2	Full_CD8_control_3	Full_CD8_control_4	Full_CD4_control_1	Full_CD4_control_2	Full_CD4_control_3	Full_CD4_control_4	Full_CD8_V7_1	Full_CD8_V7_2	Full_CD8_V7_3	Full_CD8_V7_4	Full_CD4_V7_1	Full_CD4_V7_2	Full_CD4_V7_3	Full_CD4_V7_4
CENPS-CORT	0	0	0	0	0	7.24375222441835	0	0	0	0	3.45495727190687	3.55345255518946	0	0	0.837446084015715	0
CENPS	154.133101552687	191.083326635429	210.299609686692	186.98947443014	129.791637517744	208.257876452028	131.85772134835	170.091778237858	326.096540135899	115.589215018407	259.985534710992	297.601651497118	177.38013097461	194.487332907705	240.34702611251	173.149546109554
CORT	0	0	0	0	0	0	0	0	0	1.94267588266231	0	0	0.923854848826095	0	0	0
DFFA	802.655396764934	1026.5174058787	1387.23953056485	1117.30839424346	595.468300611709	949.837010426856	681.9516525985	439.892529925495	529.032155241931	463.328198014961	1318.92993855045	1268.58256220264	1010.69720461575	959.731461886261	919.515800249255	918.823722068788
PEX14	96.939057580306	84.4321675830967	85.7801039511507	45.358832906321	99.9002300894148	126.765663927321	40.1753994733255	45.7488231122515	6.99777983124248	32.0541520639281	106.239936111136	137.696286513592	140.425937021566	115.324147151302	169.164108971174	127.904438583439
CASZ1	73.6736837610325	97.7635624646383	59.9538360948902	124.968213109252	53.4898869770095	44.3679823745624	101.983706355365	127.862095365011	57.3817946161883	91.3057664851285	19.8660043134645	89.724677018534	68.365258813131	16.6144957760351	32.6603972766129	54.8161879643311
C1orf127	0	0	0	0	6.29292787964818	0	0	0	0	0	0	0	0	0	0	0
TARDBP	2527.20123111858	1997.48733308431	2628.74512108365	3066.81251874779	1677.8518959112	1897.86308279761	2066.45772675618	1725.55176405441	3668.23618753731	2337.03908684276	2814.92643728612	1935.74327943946	1718.37001881654	2421.80709017735	1925.28854715213	1752.37781841528
MASP2	2.90817172740918	0	0	1.85138093495188	0	6.33828319636606	1.03013844803399	0	0	0	0	9.77199452677102	3.69541939530438	0.97732328094324	0.837446084015715	9.57108043821654
SRM	34.8980607289102	72.2117222750169	48.8854355850644	61.095570853412	32.2512553831969	235.421947293596	18.5424920646118	45.7488231122515	69.9777983124248	55.3662626558758	68.2354061201606	407.758680707991	393.562165599916	274.62784194505	289.756345069437	329.767226007643
EXOSC10	3948.32781524586	2331.88315469632	3424.74759108196	3342.66827805562	1674.70543197137	2497.28357936823	1784.19979199487	1704.43692261799	204.33517107228	634.283675689244	2756.1921636637	2273.32127218246	1407.03093476214	2625.09033261354	1831.49458574237	1680.15966601783
MTOR	527.348473236865	733.226718484787	662.259297171249	336.025639693766	303.633770193024	286.128212864525	570.696700210829	421.123781982008	885.918926635298	908.200975144629	349.81442378057	305.596919746294	801.90600878105	348.904411296737	473.994483552895	539.460897426751
ANGPTL7	0	0	0	0	0	0	0	25.8070284222957	0	0	0.863739317976717	0	0	0	2.51233825204715	0
