Full_CD8_V7_1	Full_CD8_V7_2	Full_CD8_V7_3	Full_CD8_V7_4	Full_CD8_monomer_1	Full_CD8_monomer_2	Full_CD8_monomer_3	Full_CD8_monomer_4	Full_CD8_control_1	Full_CD8_control_2	Full_CD8_control_3	Full_CD8_control_4
PLCH2	0.444520730405715	0.558656352694474	0.515774459988049	0.553098197804515	0.443752385202326	0.443442615626169	0.443997884125469	0.488129964176633	0.443655216843614	0.490547703755267	0.443525194646133	0.792233562306828
PANK4	4.58554077282172	5.20205664866456	4.37589028827542	6.69934191854478	4.91150047808156	4.56002984994534	4.71184408796284	7.01918901414028	4.20976692344344	5.02322993630255	4.91211287655239	4.89278352648476
HES5	0	0	0	0	0	0	0	0	0	0	0	0
TNFRSF14	5.12361436975023	5.32777764615311	5.80884173556131	7.78375446451723	5.10231022024742	6.07654429614334	5.29765196152076	8.14149568768813	5.0725299273508	5.09501608209463	6.57366345143079	6.26992792567904
PRXL2B	4.46097696545746	4.36970944357343	4.31628654059114	3.48621490877581	4.09412202547034	3.43944461718264	3.70518774442975	3.72321702582338	4.2800905198736	3.56844790914632	4.33226182496244	3.78276752989435
MMEL1	-2.01462942459227	-2.01676521966961	-2.01729939455776	-1.99341218912405	-2.01635940449499	-2.01721355746174	-2.0157550276085	-2.01617079893201	-2.01661524732398	-2.01585060105167	-2.01697444103919	-2.01693920585148
TTC34	1.21038743545293	1.00731161249579	1.00678025496297	1.00698856166788	1.00774391035945	1.0068628512059	1.00843645510955	1.79541239318258	1.28051950265283	1.00832291800414	1.00709852025388	1.00713395214952
ACTRT2	0	0	0	0	0	0	0	0	0	0	0	0
PRDM16	-2.24526928713856	-2.25588770459593	-2.25629366065309	-2.25613069957416	-2.2555792978702	-2.25622842716902	-2.25511999050978	-2.25543596359447	-2.25577373034618	-2.25519262331042	-2.25604670623407	-2.25601992860338
ARHGEF16	-2.01462514443314	-2.01671572561695	-2.01723859224488	-2.0170287002915	-2.01631850138081	-1.99398294100873	-2.01572691890164	-2.01613388851915	-2.01656892812351	-2.01582046909477	-2.01692051785715	-2.01688602858371
MEGF6	-0.898283468991474	-0.82740229457188	-0.902995760773382	-0.70533473028174	-0.90287334749127	-0.902985320323805	-0.902642806691682	-0.902846531740885	-0.902908479135231	-0.902798299330508	-0.902955477701351	-0.9029509841566
TPRG1L	5.16553364498782	6.99336974987461	7.24333992142615	6.90343732323873	6.67974651028256	7.30456661863705	7.29828871969253	7.37547824018242	7.42032989197961	7.62745447445192	6.747970937585	7.57578785311499
WRAP73	5.22826646708181	5.53550512065683	5.3746840313959	6.83948649533852	4.85475078971154	5.19480031131603	4.56895730468584	6.94569009799925	4.35399311873679	4.60643447643897	5.7746395561883	5.81267958224587
TP73	1.67024850284532	1.76260610488397	1.79506536385056	2.56480805312395	1.66754388637542	1.66644716045985	2.07873941961286	1.90681667327563	1.7649865908139	1.66826812635094	1.66673988744863	1.91816312214544
CCDC27	-0.780742698826043	-0.783889444775461	-0.783963172164368	-0.783934321103267	-0.783829138948554	-0.783951740380569	-0.783731920934685	-0.783799778726562	-0.78386760466919	-0.656252046738819	-0.783919064457908	-0.61142733531968
SMIM1	-0.98875960004681	-0.994879452242783	-0.994949918332	-0.728737619088312	-0.994821829581682	-0.994938990856734	-0.993062786119736	-0.994652282010446	-0.994858582243424	-0.993428163880514	-0.994907759195192	-0.994903056888729
LRRC47	8.17760000698486	7.75714162091783	8.10952888995574	7.86952108904552	7.74541263967696	8.47335348901429	8.44592329833929	7.65788608147725	7.93516510892143	8.08127974145542	7.92428735064463	7.62342249408167
CEP104	7.69048617684242	7.16700908118021	7.65022969787986	7.17259761381349	7.7638782799872	7.31157468349596	7.18750130637089	7.5182282244327	6.88565047314396	7.46988952951284	7.34417180731416	7.2301860313717
DFFB	7.07432521882551	6.74575234091359	5.6934756211126	6.89636464593608	6.03955759051312	5.12476857946552	6.44369030724978	6.27663625650402	6.97043642894122	6.7149593915121	5.74946293434175	6.3687281219054
C1orf174	7.95614579911237	8.16263637207093	8.44930577826604	8.55178376094463	8.26609279853663	8.1777911222994	8.17684059601307	8.0462212640241	8.35110030075228	8.59528269322037	8.06837710904682	8.18426604810061
AJAP1	-1.17570145936676	-1.18183188214362	-1.18242404152611	-1.11792990448718	-1.18066706131599	-1.06097584139434	-1.17893230414284	-1.18012570233851	-1.18140141299737	-1.17920663084163	-1.18239607641306	-1.1823312787681
NPHP4	4.84341978771173	5.35717715810271	5.98702609018876	6.05272962585626	5.67235122680298	6.398147474404	5.40948374014738	6.10477092647034	5.53278680954656	6.22673595504703	6.14569051061408	5.02756362523559
KCNAB2	8.26293784290809	8.11022881379504	8.5631414476458	9.04691281846375	8.20351399206159	8.9092893661347	8.44776243579102	9.63464569520178	8.69959570092646	9.05459676336543	8.92836786014469	8.80955858720652
CHD5	0	0	0	0	0	0	0	0	0	0	0	0
RPL22	11.614578245499	11.129090398639	10.6825997085548	10.6174092382001	11.3604338392846	10.6280428325262	10.6232820142654	10.5477698090479	10.8628368813266	10.9471726145151	10.4831330583646	10.8361691625851
RNF207	6.82664553716018	5.56294041656104	6.59504338891738	5.56448322853014	7.53595515808646	6.24392207249268	6.40645991863706	6.82472354912037	5.95491615721002	6.45380682299206	4.43571637624482	6.83934968207149
ICMT	7.07496064928301	7.56641005062491	8.32965739534837	8.06933852261776	7.26497661304309	8.46530911844409	8.38647014957798	8.54061200678895	8.31973083061373	8.77891292689545	8.8410479768623	8.74335518768033
HES3	0	0	0	0	0	0	0	0	0	0	0	0
GPR153	2.21579986459143	2.16059438143585	2.20817095535984	2.01758350691439	2.47605632863367	2.01746831994462	2.01892178537922	2.20951864689284	2.0938661846171	2.3783338023449	2.48345568159278	2.01771692614473
ACOT7	7.74023580109207	6.86837863478018	8.40070397332863	10.3223271613121	7.22839838396639	8.6282566238797	8.26590511264089	9.42662513019937	8.03057153084406	8.47327276111085	8.73292956789038	9.03217349666367
HES2	0	0	0	0	0	0	0	0	0	0	0	0
ESPN	-2.01464275200212	-2.00428329652689	-2.01749406614013	-2.01726507059966	-2.01649023201832	-2.01740239899458	-2.01584480589615	-2.01628881637875	-2.00412313807009	-2.01594687068087	-2.0171470418014	-2.01710941344222
TNFRSF25	2.53782088039399	2.61947522930825	3.06431533535632	3.05601816433137	2.66805414615117	2.61293535483084	3.14666426892974	3.06667350820363	3.01266818461116	2.53490056433149	2.7275420698444	2.85691015111542
PLEKHG5	0.669541798514437	0.710409483078162	1.08881653531719	0.668228334238582	0.668566085572842	0.707328026575196	0.718146631536212	0.75838632477269	0.668442605742517	0.886134268488941	0.708945899322457	0.668293149329738
NOL9	9.57755095169446	10.2650747526817	9.74838649457179	9.66924214299706	10.0654598896967	9.81463622839643	10.1479797305538	9.59445492302572	9.59261630568988	9.30320100568053	9.55702838251872	9.37587341196768
TAS1R1	0	0	0	0	0	0	0	0	0	0	0	0
ZBTB48	3.87138731379363	3.98696192689634	5.14912176697215	6.54870906529506	3.78891454877176	5.70772588597891	4.05376392875187	6.41888945982186	4.80531876752735	3.97540462243859	6.30681752039814	5.9930324421419
KLHL21	7.6183094467732	7.79300715553448	8.6711161770038	8.39263201517147	7.96054636006989	8.25886599000915	8.46478693412073	8.45656784738827	8.03835235097336	8.34570135254495	8.74530964433367	8.60018626067979
PHF13	6.12846946972074	7.27061660980607	5.98507007118761	7.31931378071847	7.0182602330274	6.6485726143849	6.67099342932296	7.03000667098568	5.93851160858819	5.2325801669239	6.95062673157079	6.89707690808653
THAP3	4.23586028000646	4.72927570909689	6.80196894239593	7.85479287395171	4.86268568311999	7.01085867328796	5.78072519843372	7.57935071356959	5.42289781204447	5.82540686459159	7.43493851780093	7.15245806027924
DNAJC11	7.58096828115238	7.95183957182796	8.44288604765992	8.92856137673306	7.85958500881932	8.08127791228758	8.31220642292405	8.98583369064651	7.57176040627535	7.8918629804149	8.18999726360597	8.21989268274909
CAMTA1	9.66929824122441	9.72882572884082	9.49684698875016	9.55530323380551	9.62273578722136	9.29244563584176	9.08822316049379	9.09017157520421	9.51227868674464	9.60370278480317	9.2940864142306	9.31384055050131
VAMP3	9.69420236408972	9.47013045093678	9.77557978194316	10.0782219776374	9.12715815057779	9.72009587988225	10.0655146355247	9.65897576927399	9.75104587414434	9.45865160734916	9.98340178012778	9.65515603445212
PER3	8.08023305069066	7.45132572604349	8.50994867730599	8.70864782568794	6.95172634920107	8.07438426751165	8.1638628012901	8.5814642488533	8.73816334967903	8.5671125013749	8.8046933141912	8.79091520568412
UTS2	3.7018098637068	5.3162664203943	4.96171200939621	4.11277990261079	4.89198380898986	5.00024573784929	5.03301285946656	4.17039306375039	4.38240995204356	5.25133332118459	5.45894575995129	3.67693370072587
TNFRSF9	12.5998668611954	13.7112492111499	13.4016527073178	12.9715845372737	13.248827356895	12.3279279744457	12.815538535564	12.3994664340805	11.6041108334608	11.4237498074466	11.4464190041698	11.5225319647982
PARK7	13.5588676544426	13.3333425497689	13.6623548262715	13.5574675885792	13.4562573163241	13.6078843398574	13.6595975626123	13.4853285942595	13.7580570549501	13.6805665658041	13.5113690522324	13.5059598719839
ERRFI1	5.93517872899749	5.15393639456253	3.91916865846522	4.73009048010734	4.25457309633061	3.49761021479552	5.40006088173151	4.23740716985137	3.92057906642702	4.87867470775778	3.89710407844437	3.42756859548894
SLC45A1	-0.881544473437486	-0.886596158266695	-0.886678727179393	-0.582228643394822	-0.886528655625607	-0.886665921374267	-0.886350117168443	-0.88649580304024	-0.886571708138698	-0.886437783423113	-0.886629324308283	-0.886623814562832
RERE	6.95519760663501	6.62667837503831	6.99896674609388	7.18494074370533	6.21023672153747	6.88666603749302	7.4484103721951	7.1701810783614	6.78076481961865	6.59615542268354	7.34949183533542	5.85042784268329
ENO1	11.522158109105	12.0889217037785	15.4122714635107	15.2683895422946	11.7459754188965	15.4516769235775	15.473100430301	15.2889025122889	15.5445090541922	15.4764191024245	15.3913745530002	15.3084602922652
CA6	5.81893595437981	5.41641700731618	5.40375603941203	5.23227588631831	6.43535044086933	5.56260864080541	6.23706355157447	5.07237109825264	4.75184735912226	5.0761397091026	6.28848414285334	6.32139679996459
SLC2A7	0.00248227870969389	0.780768027537145	0.00080512307319916	0.000916447534109729	0.00132114137943387	0.000849250113644312	0.00169358231683764	0.0014337824706246	0.0011733533203836	0.00163243236465284	0.000975261136870229	0.000994219806904867
SLC2A5	-1.7760634126062	-1.77984663892842	-1.78079284604303	-1.78041301445887	-1.77912780093369	-1.78064079907723	-1.7570909369988	-1.73686110577113	-1.77958098641728	-1.77822653535814	-1.78021724180178	-1.78015482818775
GPR157	3.23314956877407	2.77175575280289	3.04619151497304	2.76999208953248	3.27328246729693	4.53808300944678	4.14829470608535	3.83849305648076	2.77261085552923	3.91780263134074	2.77059268868335	2.77078615520212
H6PD	7.05277709581681	6.4090929018926	7.27665829231146	7.17450300077101	6.14617826607614	7.71570101569747	6.97027026610288	7.6034088930887	7.48585270680683	7.5595767030256	7.32849336395513	7.4104116754455
SPSB1	5.47201206061014	4.9378183431156	6.33825522636233	5.73222361419248	5.15442930249879	5.92127372555294	6.24840396581081	6.26622249262685	6.34758869316016	6.58970018701123	6.31106851586135	5.52277908521046
SLC25A33	7.7463940652849	6.92600180472108	6.73680904625029	6.5578465512368	7.37794962581129	6.93692204892042	6.98731180071381	6.66525601202905	6.73488939349292	6.57549852444809	5.68968460399725	6.18009597773654
TMEM201	5.04269815073057	5.08812109951364	6.05803097922163	6.4778884592818	4.48016631346269	6.16479881422403	5.40003515203482	5.95144313916188	4.64209794049661	6.16059451265334	5.5429046620232	6.09290252662205
PIK3CD	8.09402924256837	8.28443625075545	10.1311157859357	10.3961048655053	8.23349489840423	10.3810758287387	9.69149993991917	10.5129471619606	9.95448881168486	10.1266362365263	10.0967892161868	9.94835355746331
CLSTN1	6.41973868881192	6.45281707518344	7.31158655264978	7.54254801004546	6.68673578387248	7.18382201928037	6.66164582726148	7.40704181304849	6.98260019410464	7.1825120906839	7.87421584156741	7.07528141724534
CTNNBIP1	4.60471596862095	4.26152603905274	4.11817766567805	3.84272820579579	4.79556476814623	3.87451441052549	4.67867797473019	3.69207201365112	4.22175144858521	4.22392395701533	4.78358086524445	4.89082132356407
LZIC	10.5718967756864	10.7279441080778	10.4150785078124	10.3453720851714	10.7433144530774	10.4219602402144	10.7141849211346	10.1147521311872	10.4377660808341	10.2249537257916	10.3724180944291	10.0994242788733
NMNAT1	7.93770708660543	8.10131933121754	7.45617552216661	7.53897336175799	7.14957147868331	7.26882391028206	8.26562402054959	7.78439575433047	8.53984340194485	7.08570150474196	7.80683978116125	7.87531940764688
RBP7	-0.0838082823831843	-0.0847760695123706	-0.0849727464241614	-0.0848957404684121	-0.0846154591716629	-0.0849422275172338	-0.0264969462430728	-0.0845373505286555	-0.0847178762643095	-0.0843994988149849	0.487067950687858	-0.0848419191719754
UBE4B	8.72873390228542	8.16215437520778	9.03889628120583	9.37316868928227	8.24756163808336	9.22758285392716	9.85865332303359	9.29750679488878	9.60163051651364	9.18771237771012	9.46815927509345	8.88177730015025
KIF1B	10.1479008360096	10.5543359568471	9.23271548636803	9.16463376740789	9.51978360138159	8.94210958051872	9.73614543651324	9.67201356345013	8.85447598463603	8.90321975231689	8.8441709318182	8.94263652593038
PGD	6.88554381407505	9.33749691518453	11.0959729318036	10.7793309586835	9.19510279637227	11.056244691707	10.7822345181809	10.6724999814062	11.1354357712143	10.790361485975	10.8828224613393	11.0008845604565
CENPS-CORT	-0.90764684878293	-0.912369297444628	-0.781874871039872	-0.777571295779901	-0.912316802991598	-0.912423516942372	-0.911877913849174	-0.912291243368231	-0.912350287042553	-0.912237167911957	-0.912395078068581	-0.912390795756334
CENPS	8.04834134372883	7.06814412926497	7.8545846196335	7.99692571779427	7.53667361107049	7.55551115585805	7.19057500392864	7.84351169319428	7.35377781766681	7.54916866199689	7.63722306366436	7.52708810276362
CORT	-1.30136735154966	-1.24446650112209	-1.30842143103752	-1.30785490182795	-1.30593797065922	-1.27692283077826	-1.30434120266067	-1.24289603733919	-1.30661390921861	-1.30459370837189	-1.30756290154862	-1.30746980993407
DFFA	9.1806631112889	9.05201628793036	10.1714986539147	10.1381186082045	9.33033378521126	9.95662268130782	9.44746614390439	9.85618764350564	9.64175786895897	9.89439259310561	10.2146239578772	9.98345818397336
PEX14	4.69575070829788	5.41216297092148	6.35048161491193	6.58731055075895	5.47767217996837	6.13461518482504	5.52724702292738	6.36140843633429	6.27151452211346	6.14887121864186	6.15923653336324	5.66371670051619
CASZ1	5.85672234124163	6.22642931584609	5.19058670860776	6.24130370255981	6.02022263352294	6.11983182133556	5.76839093634579	5.4383213349309	6.07411261019822	6.30004905597995	5.90490935018632	6.51048547987338
C1orf127	0	0	0	0	0	0	0	0	0	0	0	0
TARDBP	11.6196306091027	11.1392068158175	11.3683366488488	10.9779756260925	10.9592346651056	11.1766511118854	11.3125445903166	11.2090637231477	11.2522937418283	10.9950288299515	11.2828984970498	11.4517783007811
MASP2	0.247773816714281	0.246953844670933	0.246787892070759	0.591512513457699	0.247089536184394	0.355332340622209	0.247308186746971	0.247155581914116	0.365814977796721	0.2472722331587	0.246887182063851	0.324176684062538
SRM	6.09334022819987	5.90176057379291	6.09828446938989	7.82763994929719	5.48894308153032	5.85428598057285	5.51566426324783	7.74576622359689	5.56540233159044	6.1409203624981	5.81465456233763	5.99816409811161
EXOSC10	8.64190619958753	9.67401531335166	11.2394809303693	11.0373666625029	9.65181614204853	11.1981136298252	11.4138966823593	11.0527836009025	11.6394355520009	11.0486972814007	11.4681058986933	11.4437251078382
MTOR	9.56178996305449	9.59319477038416	8.6348217534344	8.51002703312814	9.6233953026561	9.28187985293497	9.47094729289102	9.17458413661861	9.05026207721212	9.38693870627382	9.27572426270791	8.58687682255363
ANGPTL7	-0.609816778662238	-0.610561696160743	-0.570601071612885	-0.610625699631108	-0.266758580828393	-0.61065055130839	-0.610337266530052	-0.610433901276223	-0.610530558085981	-0.610360030801217	-0.610603936994378	-0.610596919470089
UBIAD1	7.61056120145811	7.80549440020132	9.10272394072028	9.71312677939811	7.20881121623724	9.04539488791447	8.3562652516537	9.04518341909473	8.35116510899249	8.91126859832456	8.44619249024033	7.95846529491078
DISP3	0	0	0	0	0	0	0	0	0	0	0	0
FBXO2	2.23555243876227	2.23084394534835	2.22988456471742	2.66160345885321	2.28360568004924	2.23003349154751	2.64003011330297	2.54702653895214	2.59597000415751	2.23267844314177	3.04803659363696	2.9553138938905
FBXO44	5.67452998961477	5.17044018075942	4.94977499005081	5.90400637162213	4.99044437284279	5.53499491255727	4.96712065985672	6.17837881813075	4.68135481109052	6.07497418636682	5.30788667491776	5.6299874212645
FBXO6	5.61333290346902	5.79402922955743	8.5667108668077	9.246950672275	5.51318036122745	8.8874327521929	7.72573947377442	9.20201396964002	7.76128586225607	7.73537094176648	8.87068310851748	8.32080820228936
MAD2L2	4.83102893400204	5.08304197718242	7.47431299478162	8.548532748648	4.47424369640444	7.21117749214296	6.83335235417223	7.65260984681993	6.30273259683556	6.80949375425595	7.02493512471441	6.69914220654507
