Full_CD8_V7_1	Full_CD8_V7_2	Full_CD8_V7_3	Full_CD8_V7_4	Full_CD8_wtIL2_1	Full_CD8_wtIL2_2	Full_CD8_wtIL2_3	Full_CD8_wtIL2_4	Full_CD8_control_1	Full_CD8_control_2	Full_CD8_control_3	Full_CD8_control_4	Full_CD8_Mb_wtIL2_1	Full_CD8_Mb_wtIL2_2	Full_CD8_Mb_wtIL2_3	Full_CD8_Mb_wtIL2_4
LYZ	0	0	0	0	0	0	6.34002251744471	0	0	0	0	0	0	0	0	0
YEATS4	1021.5032483291	766.063342549358	606.545363701015	2552.96933066855	2284.55768491968	475.93535536798	655.739471804281	2685.28751279747	515.565614067425	756.991618205513	609.393424909559	501.043462543342	1170.4809522857	623.187059785623	1888.61789202121	2211.01887812535
FRS2	539.126714395911	521.144052743914	163.618504104633	310.033264051729	1566.87361121252	579.478543367884	207.409308070691	278.681458696959	378.898312349369	293.440571102137	641.789339739521	190.414065449922	787.101495988915	362.523231689963	422.355468318779	578.319356773558
CCT2	19832.8982948946	16330.4079849224	9252.70904272515	8117.69036926817	18851.4481349006	9034.5972897811	10678.4093543819	8931.27455548879	8747.64984307087	7236.0743729027	5383.85081863344	6977.75414035842	31402.6895059752	7090.05612420194	6923.93379445999	6215.42928312502
LRRC10	0	0	0.826356081336532	0	0	0	0	0	0	0	0	0	3.12962821466765	0	0	1.71863107510715
BEST3	20.6364292591736	0	0	0	2.79798859145093	1.81654715789305	0	0	0	0	0	0	0	0	0	0
RAB3IP	468.188988817502	151.002870406364	116.516207468451	400.28553498862	195.859201401565	246.142139894509	96.0060552641627	439.259994377363	103.678642682663	175.426428376278	31.5203495642875	112.317974090276	1749.46217199922	51.3307230711452	533.186335891792	309.353593519288
MYRFL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23.2145736132662	0
CNOT2	10003.5090833844	7420.31788173711	3753.30932143053	3300.89324259927	18518.487492518	4485.9632064169	5192.47844178721	3154.59123320536	4469.49203273808	3447.92671045011	4456.62720228399	4024.14241545318	20514.7129471465	4128.91503703525	3507.64718724319	3313.52071280659
KCNMB4	3.86933048609506	23.9394794546674	33.0542432534613	61.8395189752774	1.39899429572546	3.63309431578611	80.608857721797	0	0	0	0	0	0	32.0817019194658	34.4474318132338	10.3117864506429
PTPRB	0	0	0.826356081336532	0	0	0	14.4914800398736	11.3958960805448	0	0	0	0	0	0	0	0
PTPRR	0	0	0	1.67133835068317	1.39899429572546	0.908273578946527	16.3029150448578	1.0359905527768	28.2759934589081	0	0	0	0	0	0	0
TSPAN8	0	0	0	0	0	4.54136789473263	0.905717502492101	6.2159433166608	0	0	0	0	0	0	0	1.71863107510715
LGR5	1.28977682869835	0	0	0	1.39899429572546	1.81654715789305	0.905717502492101	1.0359905527768	0	0	11.3823484537705	0.877484172580284	6.25925642933531	0	0	0
ZFC3H1	3648.77864838764	3529.23172114386	2055.97393036529	1234.28337197952	8028.82826316844	2029.08317536654	2452.68299674861	2513.31308103652	2173.48136387474	2546.34118764354	2039.19150375627	2578.04849904087	10418.5323266286	2476.70738818276	1194.42725526321	2222.18998011355
THAP2	121.239021897645	584.675748219762	169.402996673989	222.288000640862	849.189537505357	218.893932526113	155.783410428641	393.676410055184	343.082053968085	228.585952126665	223.269142747037	83.3609963951269	481.962745058819	178.053445653035	262.100024665909	233.733826214573
TMEM19	379.194387637316	482.472585932528	133.869685176518	294.155549720239	337.157625269837	190.737451578771	428.404378678764	395.748391160738	343.082053968085	359.358380552617	350.226106269861	376.440710036942	1187.69390746637	306.380253330898	280.821454999188	169.285160898055
RAB21	1661.23255536348	4876.2878150738	4060.71378368772	2719.26749656152	2242.58785604792	2491.39442705032	3468.89803454475	2793.03053028625	3792.75325595488	2818.51794924553	3015.44677498351	3189.65496732933	2633.58214264283	3403.06653110733	2429.29280004631	2870.9732109665
TBC1D15	3715.84704347995	4538.37285507907	2514.60155550707	1860.19958431037	7550.37221403033	2412.37462568197	2600.31494965482	2660.42373953082	2954.8413164559	2525.07737814339	2227.43803587632	2909.73751627622	11579.6243942703	2218.44968773106	1557.62300372883	1881.04171170478
TPH2	0	0.920749209794901	0	0	0	0.908273578946527	5.4343050149526	12.4318866333216	0	0	0	0	0	1.60408509597329	0	0
TRHDE	0	0	0	1.67133835068317	11.1919543658037	0	0	16.5758488444288	0	0	0	0	0	0.802042547986644	0.748857213331169	0
ATXN7L3B	1097.6000812223	1106.74055017347	662.737577231899	666.028332747245	1594.85349712703	676.663816315162	729.102589506141	347.056835180228	1150.83293377756	322.146713927346	696.949951477024	770.431103525489	3234.47075985902	660.081016993008	945.057803223935	907.437207656578
KCNC2	0	0	0	0	1.39899429572546	0	0	2.0719811055536	0	0	0	0	0	0	0	0
CAPS2	39.9830816896489	73.6599367835921	4.95813648801919	12.5350376301238	117.515520840939	10.8992829473583	58.8716376619865	22.7917921610896	141.379967294541	97.8135237007123	104.192266615284	19.3046517967662	358.342430579446	32.8837444674524	25.4611452532597	18.0456262886251
GLIPR1L1	21.926206087872	23.0187302448725	4.95813648801919	5.01401505204952	0	2.72482073683958	16.3029150448578	40.4036315582952	11.3103973835632	2.12638095001549	14.0090442507945	7.01987338064227	62.5925642933531	5.61429783590651	11.2328581999675	15.4676796759644
GLIPR1L2	0	0	0.826356081336532	0	1.39899429572546	0	0	0	0	0	1.75113053134931	0	3.12962821466765	13.634723315773	0.748857213331169	5.15589322532146
GLIPR1	5900.72899129496	5571.45346846895	2661.69293798497	2261.32078847433	9918.86955669354	3296.12481799695	3304.96316659368	3622.85896306047	4116.04211450173	3448.98990092512	3183.55530599304	2806.19438391175	11945.7908953864	3287.57240419726	1774.79159559487	1758.15958983462
KRR1	5628.58608043961	3228.14672954092	2423.70238656005	1740.69889223653	5223.84470023888	1992.75223220868	2331.31685141467	2335.12270595891	1905.80195913041	1471.45561741072	1210.90676242805	1661.07753869448	7282.64485553163	1558.36867073805	1430.31727746253	1615.51321060073
PHLDA1	5450.59687807924	5395.59036939812	3673.97913762222	2679.99104532047	4792.95445715544	3054.52404599717	2667.33804483924	2588.94039138922	2288.47040394096	2310.31290219182	2283.4742128795	1758.47828185089	3290.80406772304	2733.36100353848	2018.1701899275	2131.10253313287
NAP1L1	15669.4986918563	11653.0019991643	8767.63802298061	9415.48459857366	26653.6393221615	7613.14913872979	8724.77670150641	16088.9332846237	7656.19649555702	9670.78056067043	7387.14414649705	8198.33462441759	19979.5465224383	8021.22752241443	9165.26343396018	8601.74853091131
BBS10	513.331177821944	53.4034541681043	273.523862922392	175.490526821733	450.4761632236	182.562989368252	295.263905812425	196.838205027592	150.80529844751	331.715428202416	525.339159404792	453.659317224007	215.944346812068	314.400678810765	263.597739092571	392.707200661985
OSBPL8	9700.41152864031	5626.69842105664	2980.66638538087	2522.88524035625	14611.0964245568	4245.27070799607	4846.49435583523	3596.95919924105	4484.57256258283	4032.68147170437	4435.61363590779	3721.41037591298	20531.9259023271	4321.40524855204	2461.49366021955	3132.20513438279
ZDHHC17	1514.19799689187	958.499927396492	892.464567843455	540.677956446007	4005.320668662	783.840098630853	1014.40360279115	568.758813474463	1290.32783484151	770.813094380613	984.13535861831	1175.82879125758	2791.62836748355	696.172931652407	643.268346251474	953.840246684471
CSRP2	32.2444207174588	3.6829968391796	4.13178040668266	17.5490526821733	12.5909486615292	18.1654715789305	8.15145752242891	9.3239149749912	16.0230629600479	0	0	0	1.56481410733383	0	2.24657163999351	21.4828884388394
E2F7	789.343419163392	481.551836722733	394.998206878862	248.193745076451	1877.45034486357	274.298620841851	551.581959017689	683.753764832688	516.508147182722	414.64428525302	34.1470453613115	388.725488453066	1311.31422194575	648.050378773209	390.90346535887	228.577932989252
NAV3	0	1.8414984195898	0	0	0	2.72482073683958	5.4343050149526	1.0359905527768	0	0	0	0	0	0.802042547986644	0	0
SYT1	7.73866097219012	0	0	0	4.19698288717639	2.72482073683958	0	3.1079716583304	0	0	0	0	1.56481410733383	0	0	0
PAWR	1.28977682869835	0.920749209794901	2.4790682440096	4.17834587670793	12.5909486615292	15.440650842091	7.24574001993681	1.0359905527768	0	0	0	0	0	21.6551487956394	0	0.859315537553577
PPP1R12A	7398.15988941375	4997.82671076672	4618.50413858988	3234.03970857194	16436.7839804785	4173.51709525929	4388.20129957423	4430.93159422637	4026.50146854852	4451.57851885742	5490.66978104575	4546.24549813845	15671.6132849483	4644.62839539066	3542.09461905643	4477.89326619169
OTOGL	0	6.44524446856431	26.443394602769	0	0	15.440650842091	0.905717502492101	0	0	2.12638095001549	0	0	0	0	0.748857213331169	0
PTPRQ	27.0853134026654	0	1.65271216267306	0	34.9748573931366	0	3.6228700099684	0	0	1.06319047500774	3.50226106269861	0	3.12962821466765	0.802042547986644	0.748857213331169	0
MYF6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MYF5	0	0	0	0	2.79798859145093	0	0	2.0719811055536	0	0	0	0	0	0	0	0
LIN7A	145.744781642914	4.60374604897451	0.826356081336532	3.34267670136635	142.697418163997	63.5791505262569	48.9087451345734	18.6478299499824	10.3678642682663	2.12638095001549	6.12895685972257	0	686.95339311955	31.2796593714791	101.844581013039	0
ACSS3	0	0	0	1.67133835068317	0	2.72482073683958	0	31.079716583304	0	0	0	0	0	0.802042547986644	0	0
PPFIA2	0	0	0	0	1.39899429572546	0	1.8114350049842	0	0	14.8846666501084	0	0	1.56481410733383	0	0	0
CCDC59	1431.65227985517	1446.49700858779	2392.30085546926	2162.71182578403	1470.34300480746	2062.68929778756	2715.34107247132	3182.56297813033	2477.91956011565	2408.12642589254	1547.12382444711	1262.69972434303	2314.36006474673	2229.67828340287	1649.73244096856	2107.04169808137
METTL25	76.0968328932028	122.459644902722	296.661833199815	122.843368775213	570.789672655989	280.656535894477	259.035205712741	228.953912163673	287.472600165566	137.151571275999	260.042883905372	244.818084149899	95.4536605473635	408.239656925202	57.6620054265	118.585544182394
TMTC2	43.852412175744	72.7391875737972	4.13178040668266	18.3847218575149	99.328594996508	106.268008736744	20.8315025573183	20.719811055536	113.103973835632	30.8325237752245	28.0180885015889	9.65232589838312	153.351782518715	51.3307230711452	6.73971491998052	44.684407952786
SLC6A15	0	0	9.91627297603839	0	5.59597718290186	0.908273578946527	4.5285875124605	15.539858291652	0	0	0	0	0	0	6.73971491998052	0
TSPAN19	0	0	0	0	2.79798859145093	0	1.8114350049842	0	0	0	0	0	0	0.802042547986644	0	0
LRRIQ1	15.4773219443802	23.0187302448725	4.13178040668266	0	0	37.2392167368076	41.6630051146366	1.0359905527768	0	0	0	48.2616294919156	0	28.0714891795326	0.748857213331169	0
ALX1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RASSF9	0	1.8414984195898	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NTS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MGAT4C	1.28977682869835	0	0	0	12.5909486615292	0	0	39.3676410055184	0	2.12638095001549	0	0	14.0833269660044	0	0	0.859315537553577
C12orf50	0	0	6.61084865069226	0	0	2.72482073683958	0	0	0	21.2638095001549	1.75113053134931	0	0	0	0	0
RLIG1	561.052920483783	220.979810350776	1255.23488755019	1541.80962850523	524.622860897049	969.127908735944	516.258976420497	1994.28181409534	392.093775963526	687.884237330009	627.780295488727	585.281943111049	993.65695815698	788.407824670871	1246.09840298306	1152.34213585935
CEP290	1911.44926013096	881.15699377372	829.661505661878	1050.43615340437	4727.20172525634	1015.44986126222	1411.10786888269	1186.20918292944	935.935383489859	724.032713480273	718.83908311889	1333.77594232203	3132.75784288232	773.169016259125	890.39122665076	718.387789394791
TMTC3	1180.14579825899	1772.44222885518	945.351357048993	623.409204804824	2974.26187271234	683.021731367788	1074.18095795563	749.021169657626	797.383015541209	701.70571350511	949.112747991324	517.715661822367	3009.13752840295	824.49973933027	517.460334411838	398.72240942486
KITLG	0	0	11.5689851387115	0	0	0.908273578946527	25.3600900697788	0	0	0	5.25339159404792	0	0	0	0	0
DUSP6	2055.90426494517	1666.55606972877	1513.88434100853	1711.45047109957	2441.24504604094	536.789685157397	857.714474860019	1119.90578755172	143.265033525134	244.533809251781	138.339311976595	277.28499853537	1774.49919771656	661.685102088982	1139.01182147671	1240.85163622737
POC1B	1825.03421260817	1452.94225305635	2350.1566953211	1532.61726757647	5106.32917939795	2938.26502789201	2318.63680637978	2988.83274476107	1542.92670974109	1042.9898559826	1966.51958670527	1770.76306026701	3871.35010154389	3361.36031861203	2673.42025159227	2065.7945522788
POC1B-GALNT4	0	0	0.826356081336532	0.835669175341587	0	4.54136789473263	0	0	0	0	5.25339159404792	0.877484172580284	0	5.61429783590651	4.49314327998701	1.71863107510715
GALNT4	0	0	2.4790682440096	2.50700752602476	0	3.63309431578611	0.905717502492101	0	0	0	0	0	0	1.60408509597329	3.74428606665584	0
ATP2B1	6242.51985090003	3433.47380332519	1929.5414499208	1801.70274203646	9969.23335133966	1615.81869694587	1843.13511757142	1526.01408424023	1834.16944236784	1886.09990266374	1180.26197812943	1159.15659197855	9385.7550157883	1554.35845799812	2260.7999270468	1533.87823453314
CCER1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EPYC	0	0	0	0	0	0	0	0	0	63.7914285004646	0	0	0	0	0	0
KERA	0	0	0	0	0	0	0	1.0359905527768	0	0	0	0	0	0	0	0
LUM	0	0	0	0	0	0	0	1.0359905527768	0	0	0	0	0	0	0	0
DCN	0	0.920749209794901	0	0	0	19.0737451578771	0	5.179952763884	0	0	0	0.877484172580284	3.12962821466765	0	0.748857213331169	0
BTG1	3304.40823512518	3025.58190338604	2142.74131890563	1307.82225940958	5847.79615613244	2158.05802357695	1462.73376652474	2579.61647641423	2290.35547017156	2257.15337844144	1856.19836323027	1379.40511929621	4074.77593549729	1571.20135150584	906.866085344045	1470.28888475417
PLEKHG7	2.57955365739671	0	0	0	0	1.81654715789305	3.6228700099684	0	0	0	0	0	35.990724468678	0	5.24200049331818	0
EEA1	1364.58388476286	1161.98550276117	759.421238748273	337.610346838001	3919.98201662275	1131.70887936737	933.794745069356	1071.21423157121	554.209471794599	1187.58376058365	786.257608575839	1160.91156032372	3777.46125510386	1097.99624819372	466.538043905318	708.076002944148
NUDT4	847.383376454818	920.749209794901	809.002603628465	493.044813451536	819.810657295122	564.94616610474	627.662229227026	426.828107744042	772.877154543489	819.71985623097	531.468116264515	467.699063985291	1312.87903605308	470.79897566816	485.259474238597	435.672977539664
UBE2N	7280.7901980022	14870.0997381877	13880.3030982097	11135.2917614266	3841.63833606213	13479.6881851454	13745.1688178201	12668.0924793547	13208.6590777713	12713.6317001426	10064.6227289301	10792.1778385649	3286.10962540104	11828.523497707	9541.18975505242	9956.8891336333
MRPL42	10647.1077209049	9501.21109587358	4768.90094539313	4603.7014869568	29141.0511799614	6082.70815820489	6381.68552255934	8268.24060171164	7576.08118075678	4630.19451865872	6256.78938851107	4382.15595786594	30100.7641686735	5644.77545273	4192.10268022788	4127.29252686983
SOCS2	780.314981362503	951.133933718133	532.999672462063	522.293234588492	1028.26080735822	149.865140526177	254.50661820028	343.948863521898	72.5750498778642	11.6950952250852	1.75113053134931	2.63245251774085	1697.8233064572	248.63318987586	634.2820596915	262.091238953841
CRADD	83.8354938653929	82.8674288815411	170.229352755326	233.151699920303	81.1416691520769	160.764423473535	51.6258976420497	340.840891863567	67.8623843013795	102.066285600743	295.941059798033	137.765015095105	209.685090382733	232.592338916127	235.141164985987	116.866913107287
PLXNC1	478.507203447089	401.446655470577	296.661833199815	173.81918847105	1474.53998769464	455.953336631156	319.718278379712	168.866460102618	239.403411285422	388.064523377826	189.9976626514	472.086484848193	996.786586371648	215.749445408407	148.273728239571	221.703408688823
CEP83	840.934492311326	566.260764023864	428.052450132324	345.967038591417	1695.58108641926	326.070214841803	479.124558818321	332.552967441353	256.369007360767	342.347332952493	267.047406030769	296.589650332136	1029.64768262566	525.337868931252	348.967461412325	419.345982326146
TMCC3	0	18.414984195898	1.65271216267306	0	2.79798859145093	29.0647545262889	0	7.2519338694376	60.322119379004	0	0	0	0	40.1021273993322	0	0.859315537553577
NDUFA12	1801.8182296916	3761.26052201217	4320.18959322739	3172.20018959666	863.179480462612	4022.74368115417	3717.06463022758	6291.57062701351	5140.5756108295	4332.50118565655	3982.946393554	3491.50952269695	909.156996360954	3731.90397578186	2455.5028025129	3052.28878939031
NR2C1	768.706989904218	631.633957919302	775.122004293667	1207.54195836859	909.346292221552	726.618863157221	669.325234341662	1357.14762413761	714.440101395078	771.876284855621	1735.37035656716	742.35161000292	871.601457784942	841.34263283799	1297.02069348958	1336.23566089581
FGD6	7.73866097219012	1.8414984195898	69.4139108322687	26.7414136109308	8.39396577435279	5.44964147367916	44.3801576221129	22.7917921610896	0	17.0110476001239	0	0	34.4259103613442	98.6512334023572	32.2008601732403	0
VEZT	4506.48023947204	3438.07754937416	1878.30737287794	2193.63158527167	5561.00232550872	2044.52382620863	1870.30664264619	1244.22465388494	2271.50480786562	2510.19271149328	1725.73913864474	1284.63682865754	8088.52412080855	1750.05683970686	1214.64640002316	1485.75656443014
METAP2	4684.46944183242	4981.25322499042	5238.27119959228	4105.64265845322	6373.81801132522	4801.13413831134	5771.23192587967	4931.31503121757	4758.84969913424	3193.82418692326	4300.7765849939	4490.96399526589	7456.33922144569	4635.8059273628	3659.66520154942	3925.35337554474
USP44	601.036002173432	18.414984195898	52.0604331242015	20.0560602081981	26.5808916187838	127.158301052514	58.8716376619865	42.4756126638488	65.9773180707856	26.5797618751936	111.196788740681	4.38742086290142	32.8610962540104	72.183829318798	94.3560088797273	56.7148254785361
NTN4	0	0	0	0	0	35.4226695789145	0	1.0359905527768	0	0	0	0	0	0	0	0
SNRPF	834.485608167834	2109.43643964012	2667.47743055433	2049.06081793757	791.830771380613	2032.71626968233	2297.80530382246	3475.74830456616	2448.70103354144	2267.78528319151	1851.82053690189	1853.24657248956	535.166424708169	2031.57377405017	1526.17100076892	1688.55503129278
CCDC38	0	0	2.4790682440096	0	0	4.54136789473263	19.9257850548262	24.8637732666432	31.1035928047989	0	0	0	29.7314680393427	7.2183829318798	0	0
AMDHD1	119.949245068947	41.4337144407706	1.65271216267306	35.9337745396882	20.984914435882	13.6241036841979	86.9488802392417	0	31.1035928047989	65.91780945048	72.6719170509962	6.14238920806199	53.2036796493501	29.6755742755058	9.73514377330519	59.2927720911968
HAL	6.44888414349176	23.9394794546674	24.790682440096	13.3707068054654	135.70244668537	0	19.0200675523341	2.0719811055536	0	36.1484761502632	0	80.7285438773861	0	0	0	0
LTA4H	1181.43557508769	685.037412087406	1275.06743350227	1125.64637918512	969.503046937747	1537.70716915647	1454.58230900231	818.432536693672	2008.53806869777	1550.13171256129	1059.43397146633	888.013982651247	1323.83273480442	1293.69462990246	1344.19869792945	1020.0075430761
ELK3	1484.5331298318	1326.79961131445	1318.86430581311	1130.66039423717	1911.02620796098	1195.28802989363	979.986337696453	1044.27847719901	1247.91384465314	1671.33542671217	1827.304709463	1292.53418621076	1882.47137112259	1533.50535175046	815.505505317643	975.32313512331
CDK17	3033.55510109853	2499.83410459316	1960.94298101159	1128.15338671114	6999.1684615145	1353.32763263032	1492.62244410698	2312.33091379782	2058.49232380851	952.618665606937	1487.58538638124	1662.83250703964	7202.83933605761	1580.82586208168	1258.08011839636	1192.72996612437
CFAP54	0	2.7622476293847	18.1798337894037	45.1261354684457	2.79798859145093	47.2302261052194	12.6800450348894	61.1234426138312	64.0922518401917	2.12638095001549	21.0135663761917	65.8113129435213	21.9073975026736	0	23.9634308265974	8.59315537553577
NEDD1	2380.92802577716	4003.41756418823	2983.97180970622	2556.31200736991	4072.47239485683	3410.56728894421	3730.65039276496	2562.00463701703	3831.39711368205	3071.55728229737	3130.14582478689	3610.84737016787	4215.60920515733	3587.53631714426	2836.67112409847	3108.14429933129
TMPO	6869.35138964743	4344.09477181234	2645.99217243958	2180.2608784662	11231.126206084	3470.51334515468	3122.00823109027	3242.65043019138	3209.32525758607	2881.24618727098	3055.72277720454	2990.46606015361	8449.99617960267	3169.67214964322	2654.69882125899	2769.57397753518
SLC25A3	4456.17894315281	2680.30094971296	1850.2112661125	9673.70637375421	9739.79828684068	2194.38896673481	1984.42704796019	11399.0040522031	2117.87191007222	2295.42823554172	1617.16904570108	1645.28282358803	4976.10886132157	1807.00186061391	8224.69877401623	7777.66493039743
IKBIP	486.245864419279	478.789589093349	300.793613606498	1125.64637918512	1474.53998769464	282.47308305237	282.583860777535	1157.20144745169	197.931954212357	597.513046954351	204.882272167869	150.927277683809	840.305175638265	504.484762683599	1102.31781802348	604.098822900165
APAF1	159.932326758596	207.168572203853	327.237008209267	66.0178648519854	216.844115837447	370.575620210183	289.829600797472	93.239149749912	253.541408014876	141.40433317603	341.470453613115	368.543352483719	215.944346812068	297.557785303045	224.657163999351	117.72622864484
ANKS1B	2.57955365739671	5.52449525876941	24.790682440096	9.19236092875746	36.3738516888621	35.4226695789145	9.05717502492101	25.89976381942	5.65519869178162	2.12638095001549	0	91.2583539483495	81.370333581359	0	27.7077168932532	0.859315537553577
GARIN6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BLTP3B	4474.23581875459	3478.59051460514	1251.92946322485	2751.85859439985	4608.28721011968	1571.31329157749	1846.75798758139	1349.89569026817	1450.55846444199	1055.74814168269	845.796046641715	1053.85849126892	9805.12519655376	1646.59335101658	2951.99513495147	1290.69193740547
ACTR6	4235.62710544539	3359.81386654159	1397.36813354008	1764.09762914609	9732.80331536206	1948.2468268403	3079.43950847314	3150.44727099425	2753.13922978235	2127.44414049049	2072.4629838519	1717.23652573962	9352.89391953428	1730.80781855518	1656.47215588855	1945.4903770213
DEPDC4	103.182146295868	34.9884699722062	14.048053382721	50.9758196958368	53.1617832375676	39.9640374736472	25.3600900697788	37.2956598999648	0	35.0852856752555	0	21.0596201419268	0	1.60408509597329	0	25.7794661266073
SCYL2	3272.16381440772	1880.16988640119	1441.16500585091	1119.79669495773	4562.12039836074	2055.42310915599	1976.27559043776	1241.11668222661	1849.24997221259	1583.09061728653	2179.28194626421	2060.33283721851	3707.04462027384	1807.00186061391	1410.09813270259	1574.26606479815
SLC17A8	0	7.36599367835921	0	0	1.39899429572546	6.35791505262569	2.7171525074763	0	0	0	0	0	6.25925642933531	0	0	0.859315537553577
NR1H4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GAS2L3	0	0	9.91627297603839	0	158.086355416977	27.2482073683958	84.2317277317654	0	76.3451823390519	0	0	0	0	40.1021273993322	0	7.7338398379822
ANO4	0	0	0	0	0	1.81654715789305	3.6228700099684	2.0719811055536	0	0	0	0	0	0	1.49771442666234	0
SLC5A8	0	0	1.65271216267306	0	0	1.81654715789305	1.8114350049842	0	0	0	0	0	1.56481410733383	0	0	0
UTP20	3000.02090355237	1551.46241850441	861.889392834003	766.308633788235	885.563389194219	586.744731999456	1217.28432334938	1212.10894674886	674.853710552607	772.939475330629	453.54280761947	879.239140925444	1688.4344218132	860.591653989669	506.976333425201	1197.88585934969
ARL1	2012.05185276943	3232.7504755899	2371.64195343585	2030.67609608006	3238.67179460445	2670.32432210279	2685.45239488908	2439.75775178936	2236.63108259963	2778.11671119523	2346.51491200807	2261.27671273939	3497.3595298911	2466.28083505893	2309.47564591332	2045.17097937751
SPIC	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MYBPC1	2.57955365739671	0	1.65271216267306	0	1.39899429572546	0.908273578946527	3.6228700099684	0	0	0	0	0	0	0.802042547986644	0	0
CHPT1	189.597193818658	117.855898853747	120.647987875134	55.1541655725447	137.101440981096	49.0467732631124	187.483523015865	262.10560985253	116.87410629682	136.088380800991	30.6447842986129	161.457087754772	186.212878772725	110.681871622157	129.552297906292	57.5741410160897
SYCP3	9.02843780088847	17.4942349861031	44.6232283921727	14.206375980807	12.5909486615292	13.6241036841979	46.1915926270971	11.3958960805448	16.9655960753449	58.4754761254258	12.2579137194451	48.2616294919156	140.833269660044	46.5184677832254	42.6848611598766	36.9505681148038
GNPTAB	6076.13863999794	3292.59917422657	2809.61067654421	1271.05281569455	2396.47722857772	2053.6065619981	2551.40620452025	1712.49238374005	2205.52748979483	1336.43042708473	1801.03775149276	2065.59774225399	1710.34181931587	1798.17939258606	1650.4812981819	1462.55504491619
DRAM1	331.472644975477	414.337144407705	169.402996673989	202.231940432664	443.481191744972	362.401157999664	546.147654002737	296.293298094165	397.748974655308	170.110476001239	146.219399367667	204.453812211206	427.194251302135	232.592338916127	120.566011346318	134.053223858358
WASHC3	3799.68253734535	3211.57324376461	1979.94917088233	1334.56367302051	2963.06991834653	2383.30987115569	2077.71595071688	3324.49368386075	2803.09348489309	2005.1772358646	1920.11462762451	2010.31623938143	4276.63695534335	1678.67505293605	1410.84698991592	1680.8211914548
NUP37	2401.56445503633	2555.99980639065	1885.74457760997	1867.72060688845	4963.63176123395	2295.20733399787	3437.19792195752	3783.43749874087	3654.20088800623	2143.39199761561	2498.86326823546	1991.88907175724	5807.02515231583	2145.46381586427	1765.8053090349	2154.30405264682
PARPBP	1530.96509566494	1906.87161348524	1135.4132557564	645.136603363705	4581.7063185009	1062.68008736744	1358.57625373815	1361.29158634872	1397.77660998536	1193.96290343369	1418.41573039294	1212.68312650595	3672.61870991249	976.887823447733	868.674367464156	824.083600513881
PMCH	0	0.920749209794901	0	0.835669175341587	0	0	0	0	0	0	0	0	0	0	0	0
IGF1	24.5057597452687	0	0	0	11.1919543658037	0	5.4343050149526	6.2159433166608	0	31.8957142502323	0	0	0	1.60408509597329	24.7122880399286	11.1711019881965
PAH	0	0.920749209794901	0	0	0	8.17446221051874	0.905717502492101	0	0	39.3380475752865	0	0	0	0	0	0
ASCL1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C12orf42	0	7.36599367835921	0	0	0	0.908273578946527	0.905717502492101	0	0	3.18957142502323	0	0	0	23.2592338916127	11.2328581999675	0
STAB2	0	0	0	0	29.3788802102348	3.63309431578611	28.9829600797472	3.1079716583304	0	0	0	21.0596201419268	10.9536987513368	0	20.9680019732727	0
NT5DC3	85.1252706940913	618.743468982174	823.877013092523	569.926377582962	25.1818973230584	961.861720104372	368.627023514285	41.439622111072	430.7376336907	727.222284905296	185.619836323027	136.010046749944	35.990724468678	556.617528302731	581.113197544987	371.224312223145
HSP90B1	14903.3712556095	8945.07857315746	15811.4972602932	19727.6422222888	22772.8291458191	15910.2282824063	13684.4857451531	17059.6564325756	14228.4799085226	13727.9154133	18765.1147739392	14640.823419502	25569.0625138347	15669.5052600151	16425.4341172059	17679.5578696273
UQCC6	79.9661633792979	424.465385715449	366.075744032084	365.187429624273	201.455178584467	278.839988736584	499.95606137564	969.687157399085	380.783378579963	190.311095026386	352.852802066885	437.864602117562	215.944346812068	411.447827117149	457.551757345344	309.353593519288
TDG	1863.72751746912	1588.2923868962	4040.05488165431	2748.51591769848	3940.96693105863	3094.48808347082	2653.75228230185	1353.0036619265	1485.43218970797	1614.98633153676	2329.00360669458	3019.42303784876	3109.28563127231	2463.87470741497	2701.12796848553	3045.41426508988
GLT8D2	0	35.9092191820011	11.5689851387115	12.5350376301238	20.984914435882	13.6241036841979	30.7943950847314	47.6555654277328	0	40.4012380502942	24.5158274388903	0	34.4259103613442	12.0306382197997	13.479429839961	10.3117864506429
HCFC2	652.627075321366	583.754999009967	572.664764366217	706.140453163641	500.839957869716	973.669276630677	481.841711325798	552.182964630034	475.979223224953	513.52099942874	571.744118485549	781.838397769033	937.323650292962	867.007994373562	596.839199024942	964.152033135114
NFYB	4826.34489298924	3162.77353564549	2135.3041141736	1838.47218575149	4910.46997799638	1826.53816726147	2033.33579309477	2785.77859641682	2291.29800328685	1895.6686169388	1645.18713420267	1842.7167624186	9784.78261315842	2193.58636874347	1224.38154379646	1407.55885051276
