dualCAR_CD8_monomer_1	dualCAR_CD8_monomer_2	dualCAR_CD8_monomer_3	dualCAR_CD8_monomer_4	dualCAR_CD8_control_1	dualCAR_CD8_control_2	dualCAR_CD8_control_3	dualCAR_CD8_control_4	dualCAR_CD8_V9_Mb_1	dualCAR_CD8_V9_Mb_2	dualCAR_CD8_V9_Mb_3	dualCAR_CD8_V9_Mb_4	dualCAR_CD8_V7_1	dualCAR_CD8_V7_2	dualCAR_CD8_V7_3	dualCAR_CD8_V7_4
IDO1	0	0	0	1.47080411870142	0	4.467904355578	0	0	0	0	0	3.01290754329604	0	9.39398991919649	0	0
IDO2	0	0	0	2.94160823740284	1.1056003055717	0	0	0	0	0	0	0	0	0	1.62664561664427	1.44723199999412
TCIM	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZMAT4	0	0	1.4343535488046	0	0	0	1.31349682406127	0	0	0	0	2.25968065747203	1.85379913272927	9.39398991919649	0	0.72361599999706
SFRP1	0	0	0	0	0	0	0	0	0	0	0	4.51936131494406	0	18.787979838393	0	0
GOLGA7	698.567115919409	1113.61544897339	1272.98877456408	2275.3339716311	1653.97805713527	692.525175114589	2284.17097704255	2351.00668512422	1189.01355319437	666.251298153687	2350.93794037006	2380.9501860897	646.048997756152	629.397324586165	1587.60612184481	2291.69187199069
GINS4	10.8841901913789	58.5457786373036	65.9802632450115	94.1314635968909	1.1056003055717	44.0407715049831	101.139255452718	95.5871743486259	82.9074076206957	23.0254071825689	90.8016760676639	74.569461696577	21.3186900263866	291.213687495091	61.8125334324824	119.396639999515
GPAT4	87.0735215310312	127.056796191595	96.8188645443103	125.018350089621	29.851208250436	135.95194681973	231.175441034784	186.066637090837	100.095528712791	70.5617316885176	218.749492344827	73.063007924929	99.1782536010161	65.7579294343754	61.8125334324824	314.049343998724
NKX6-3	0	0	0	0	0	0	0	0	0	0	0	0	0	9.39398991919649	0	1.44723199999412
ANK1	0	9.34241148467611	20.7981264576667	20.5912576618199	1.1056003055717	1.27654410159371	0.656748412030635	8.75607703956878	2.0221318931877	0	5.77828847703316	0	11.1227947963756	46.9699495959825	19.5197473997313	2.89446399998824
KAT6A	873.703630817051	474.594503421546	732.954663439149	838.35834765981	1459.39240335465	302.54095207771	497.158547907191	427.588428765609	1378.08288520742	610.544667873279	593.512773569549	429.339324919686	824.940614064526	112.727879030358	374.128491828183	364.702463998519
AP3M2	3654.11948879657	1983.08254448058	1420.72719009095	1610.53050997806	1593.17004032883	1191.01564678693	1059.33518860541	1028.1093790627	2631.80465898379	2174.04409107675	1629.47735052335	1678.1895016159	3550.95223874292	159.69782862634	2042.25357169688	1567.35225599363
PLAT	7.9157746846392	13.0793760785466	10.0404748416322	105.897896546502	0	7.65926460956228	17.0754587127965	15.3231348192454	5.05532973296925	19.3116318305417	18.9858049959661	1.50645377164802	12.9765939291049	37.575959676786	43.9194316493954	4.34169599998236
IKBKB	514.525354501548	198.059123475133	150.607122624483	458.890885034843	253.18246997592	161.482828851605	283.058565585204	332.730927503614	498.455511670768	349.837638160966	308.725698630057	334.432737305861	455.107687085037	84.5459092727684	305.809375929123	549.948159997766
POLB	691.64081307035	619.09046771787	434.609125287793	428.003998542113	361.531299921947	423.812641729113	306.044760006276	311.570407991322	468.123533272953	678.87813435058	514.267674455951	409.002199002438	801.768124905411	122.121868949554	809.256194280526	361.80799999853
DKK4	0	0	0	0	0	1.27654410159371	0	0	0	0	0	1.50645377164802	0	0	0.813322808322136	0.72361599999706
VDAC3	8544.08930023243	5645.30784647362	4069.97819473304	3347.55017416443	11712.7296372266	6338.67973646358	3769.73588505585	4108.05947773102	4782.34192738891	4042.07309314645	3294.44990169133	4299.41906428345	12996.9857195649	23137.397170981	3954.37549406223	2750.46441598883
SLC20A2	51.4525354501548	94.6697697113846	84.6268593794712	195.616947787289	79.6032220011627	145.526027581683	231.175441034784	178.769906224529	178.958672547112	153.750299573928	179.952412570461	139.346973877442	37.0759826545855	150.303838707144	113.865193165099	366.149695998513
SMIM19	340.378311439485	279.02668967566	197.940789735034	545.668328038227	922.070654846801	201.05569600101	503.069283615467	590.305527084262	426.669829462605	230.996826896094	329.36244319089	662.086432639305	395.7861148377	1390.31050804108	313.129281204022	746.771711996966
CHRNB3	0	0	0.717176774402298	0	0	0	0	0	0	0	0	6.02581508659208	0	28.1819697575895	0	0
CHRNA6	28.6946832318171	0	155.627360045299	0	183.529650724903	0	1.31349682406127	61.2925392769815	27.298780558034	0	0.825469782433308	0	5.56139739818782	0	46.3594000743618	0
THAP1	1200.22933655842	1415.68675364459	1019.82537320007	1225.17983087828	2451.11587745247	1053.14888381481	876.102381648868	863.203261484156	1270.90989486847	1128.24495194588	969.926994359137	964.130413854733	1444.1095243961	5702.15188095227	911.734868129115	1461.70431999406
RNF170	498.693805132269	139.51334483783	646.893450510873	397.117112049383	993.934674708962	628.059697984107	431.483706704127	291.869234652293	1184.96928940799	345.381107738534	564.621331184383	112.230805987778	708.151268702582	112.727879030358	413.167986627645	492.782495997998
HOOK3	582.798911156561	249.130972924696	331.335669773862	404.471132642891	424.550517339534	615.932529018966	227.2349505626	402.049870733533	327.585366696408	635.798340267064	331.013382755757	609.360550631624	610.826814234295	422.729546363842	387.141656761337	419.697279998295
FNTA	1113.15581502739	530.026144897291	619.640733083586	619.208533973298	1697.09646905257	758.267196346665	436.737694000373	583.738469304585	1336.62918139707	718.986908152474	606.720290088482	712.552633989514	2209.72856621329	3212.7445523652	647.40495542442	663.555871997305
POMK	16.8210212048583	66.6425352573562	10.0404748416322	16.1788453057156	0	0	4.59723888421445	13.1341155593532	1.01106594659385	0	41.2734891216654	0	0	9.39398991919649	0	0
HGSNAT	106.862958242629	168.786234156482	131.960526490023	67.6569894602653	70.758419556589	146.16429963248	110.990481633177	118.936713120809	175.92547470733	177.518461826902	178.301473005595	177.008318168642	25.9531878582098	2987.28879430448	167.54449851436	207.677791999156
POTEA	0	0	0	2.94160823740284	0	0.638272050796856	0	0	0	0	0	0	0	9.39398991919649	0	0
SPIDR	125.662923118647	27.4044070217166	97.5360413187126	301.514844333791	159.206444002325	362.538524852614	229.861944210722	226.928329942158	127.394309270825	185.688767601362	232.782478646193	250.824552979395	174.257118476552	37.575959676786	128.505003714898	62.2309759997472
CEBPD	21.7683803827578	8.09675662005263	2.1515303232069	0	37.5904103894379	17.2333453715151	17.0754587127965	11.6747693860917	61.6750227422249	28.9674477458125	23.1131539081326	45.9468400352646	12.0496943627403	9.39398991919649	9.75987369986563	10.1306239999588
PRKDC	2029.40673477437	1630.56221779214	1635.16304563724	1935.57822021107	3116.68726140663	1548.44799523317	1138.14499804909	951.493704966474	2734.93338553637	2364.93214417095	1309.19507493923	1568.97160317141	1413.52183870607	1352.73454836429	1148.41180535086	1948.69788799208
MCM4	1227.93454795466	1001.50651115728	717.893951176701	703.044368739279	412.388913978246	1259.94902827299	1140.77199169721	1630.81934861969	950.40198979822	1357.01351363075	1199.4075938756	605.594416202504	818.452317099974	704.549243939737	888.148506687773	1562.28694399365
UBE2V2	8419.41584894937	5243.58415263254	4468.01130452632	3500.51380250938	18169.4354217654	4772.3601238081	3509.00676547969	3809.62318529905	4676.18000299656	4149.02982328484	3219.3321514899	5490.27077077121	13194.4153272006	32165.0214833288	3940.54900632075	3387.97011198624
CLXN	0	0	0	0	0	0	0	0	0	1.4855101408109	0	0	0	56.3639395151789	0	1.44723199999412
SNAI2	0	0	0	0	0	0	0	0	0	0	0	0	0	9.39398991919649	0	0
PPDPFL	0	0	1.4343535488046	0	0	0	0	0	0	0	0	0	0	0	0	0
SNTG1	1.9789436711598	1.24565486462348	0	20.5912576618199	1.1056003055717	1.27654410159371	0	0	0	0	0	11.2984032873602	0	37.575959676786	0	0
PXDNL	0	0	0	7.3540205935071	0	0	1.31349682406127	0	0	0	0	6.02581508659208	0	28.1819697575895	0	0
PCMTD1	468.020178229292	247.885318060073	238.819865875965	192.675339549886	2473.2278835639	615.29425696817	311.955495714552	466.261102357038	213.334914731302	284.475191965287	173.348654310995	272.668132668292	540.382447190583	1972.73788303126	199.264088038923	369.044159998501
ST18	1.9789436711598	1.24565486462348	0	4.41241235610426	2.21120061114341	1.27654410159371	0	2.1890192598922	0	0.742755070405449	0	2.25968065747203	0.926899566364636	93.9398991919649	2.43996842496641	2.89446399998824
ALKAL1	0	0	0	0	0	0	0	0	0	0	0	0	0	9.39398991919649	0	0
RB1CC1	1348.6501118954	459.646645046065	1198.40239002624	1236.94626382789	5520.26232571952	1808.86299195829	1025.18427117982	1170.39563095569	1055.55284824398	756.124661672747	860.139513295507	1031.16760669307	2007.6644607458	131.515858868751	809.256194280526	656.319711997334
OPRK1	0	0	0	0	0	0	0	0	1.01106594659385	0	0	0	0	18.787979838393	0	0
ATP6V1H	114.778732927268	393.004109788708	476.922554977528	1069.27459429593	224.436862031056	335.09282666835	1044.88672354074	1233.14751640594	214.345980677896	198.315603798255	581.956196615482	937.767472850893	112.154847530121	93.9398991919649	492.060299034892	678.751807997243
RGS20	0	8.71958405236437	0	1.47080411870142	0	0.638272050796856	0	2.1890192598922	0	46.0508143651378	0	1.50645377164802	0	18.787979838393	1.62664561664427	1.44723199999412
TCEA1	522.441129186187	256.604902112437	437.477832385402	548.60993627563	2764.00076392926	361.900252801818	455.12664953723	458.96437149073	492.389115991205	219.855500840013	234.43341821106	546.842719108232	748.934849622626	197.273788303126	213.903898588722	381.345631998451
LYPLA1	1187.36620269588	367.468185063927	1086.52281321948	535.372699207317	1177.46432543386	691.248631012995	627.194733489257	844.961434318388	1237.54471863087	623.171504070171	697.521966156145	574.71211388372	798.987426206317	1794.25207456653	886.521861071128	856.037727996523
MRPL15	463.072819051393	364.354047902368	1358.33281071795	1107.51550138217	301.828883421075	619.123889272951	1218.92505272886	1446.94173078874	389.260389438633	793.262415193019	1256.3650088635	1529.80380510857	399.493713103158	10624.6025986112	1842.98948365796	1187.45385599518
SOX17	0	0	0	0	0	0	0	0	0	0	0	0	0	9.39398991919649	0	0
RP1	0	0	0	1.47080411870142	0	0	0.656748412030635	0	0	0	0	1.50645377164802	0	28.1819697575895	0	0
XKR4	0	0	0	0	1.1056003055717	0.638272050796856	0	0	1.01106594659385	0	0	0	0.926899566364636	150.303838707144	0	2.17084799999118
TMEM68	1112.16634319181	574.869720023736	650.479334382885	728.048038757203	504.153739340697	801.031423750055	442.648429708648	654.516758707766	553.053072786836	612.03017801409	783.370823529209	793.901137658507	769.326640082648	1643.94823585939	522.966565751134	361.80799999853
TGS1	771.788031752322	392.381282356397	801.086457007367	1559.05236582351	268.660874253924	582.74238237753	944.404216500054	607.088008076769	1402.34846792567	644.711401111929	949.290249798304	427.832871148038	1768.52437262373	2245.16359068796	820.642713597035	1053.58489599572
LYN	35.6209860808764	54.8088140434332	33.707308396908	114.722721258711	14.3728039724321	12.1271689651403	54.5101181985427	48.888096804259	79.8742097809142	208.714174783931	67.6885221595313	122.02275550349	29.6607861236684	46.9699495959825	4.06661404161068	99.8590079995944
RPS20	1680.12317681467	4503.6651630462	3826.13809143626	3150.46242225844	2688.81994315038	4079.19667664271	2594.15622752101	2719.49159387274	2740.99978121593	4274.55543018336	3726.99606768639	4845.50855650586	1809.30795354377	8294.8930986505	3843.76359213042	2822.10239998854
MOS	0	0	0	0	0	0	0	0	0	0	0	0	0	9.39398991919649	0	0
PLAG1	0	0	0.717176774402298	7.3540205935071	76.2864210844476	25.5308820318743	41.37514995793	45.2397313711054	1.01106594659385	12.6268361968926	30.5423819500324	0.75322688582401	1.85379913272927	56.3639395151789	0.813322808322136	2.17084799999118
CHCHD7	2839.78416811431	1502.88259416823	1082.93692934747	813.354677641885	1028.20828418168	1607.80729595728	1050.14071083699	919.388089154722	1013.08807848704	1194.35015321196	1347.16668493116	1089.91930378734	2792.74839345665	10098.5391631362	1333.03608283998	524.621599997869
SDR16C5	0	0.622827432311741	0	1.47080411870142	0	0	0	0	1.01106594659385	0	0	10.5451764015361	0	75.1519193535719	0	1.44723199999412
PENK	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BPNT2	1616.79697933756	1029.53374561131	557.246353710586	675.099090483952	3328.9625200764	1147.61314733275	537.22020104106	358.99915862232	1953.37940881932	547.410486888816	688.441798549379	696.73486938721	1568.31406628896	826.671112889291	974.360724369919	981.946911996011
FAM110B	0	21.1761326985992	0	5.88321647480568	171.368047363614	14.6802571683277	0	5.10771160641512	0	0	0	5.27258820076807	0	629.397324586165	0	0
UBXN2B	678.777679207811	322.624609937482	389.426988500448	501.544204477184	1121.07870984971	438.49289889744	652.151173146421	568.41533448534	1233.5004548445	376.576820695562	415.211300563954	292.252031699716	1076.13039654934	3579.11015921386	623.818593983078	287.99916799883
CYP7A1	0	0	0	0	0	0	0	0	0	0	0	0	0	9.39398991919649	0	0.72361599999706
SDCBP	11641.1361455975	7880.63550104045	7741.20610289841	9045.44533001373	4157.05714894961	6905.46531757119	5732.10014020339	5342.66634031022	5306.07408772453	5198.54273776773	3842.56183722705	5947.47949046639	12210.0479877214	32512.5991103391	9343.4524220047	6315.72044797434
NSMAF	1176.4820125045	828.360484974615	1204.13980422146	454.478472678739	1595.38124093997	930.600650061817	708.631536581056	1162.36922700276	1357.86156627554	878.679248289646	752.002971796744	785.615641914443	1884.38681841931	8595.50077606479	596.978941308448	1233.04166399499
TOX	114.778732927268	615.353503124	780.288330549701	276.511174315867	245.443267836918	975.279693617597	238.399673567121	482.313910262914	556.086270626618	1079.96587236952	997.99296696187	700.50100381633	401.347512235888	28.1819697575895	841.789106613411	503.636735997954
CA8	0	0	0	0	1.1056003055717	0	0	0	0	0	0	0	119.570044061038	65.7579294343754	0	5.78892799997648
RAB2A	530.356903870826	842.062688485473	625.378147278804	767.759749962141	1174.14752451715	694.43999126698	738.185215122434	515.878872247927	1766.33220869946	607.573647591657	554.715693795183	1077.11444672833	1041.83511259385	9647.6276470148	796.243029347371	553.566239997751
CHD7	224.610106676637	164.4264421303	154.910183270896	263.273937247554	239.91526630906	134.675402718137	73.5558221474312	154.690694365715	65.7192865286003	169.348156052442	128.773286059596	145.372788964034	294.754062103954	150.303838707144	223.663772288587	229.386271999068
CLVS1	0	0	0	1.47080411870142	0	0	0	0	0	0	0	0	0	46.9699495959825	0	0
ASPH	68.2735566550131	51.6946768818745	61.6772025985977	10.2956288309099	197.902454697335	48.5086758605611	23.6429428331029	5.10771160641512	145.593496309515	71.3044867589231	34.6697308621989	4.51936131494406	225.236594626607	103.333889111161	129.31832652322	0.72361599999706
NKAIN3	0	0	0	1.47080411870142	0	0	0	0	0	0	0	0	0	18.787979838393	0	3.6180799999853
GGH	476.925424749512	87.1958405236437	193.637729088621	1063.39137782113	473.196930784689	121.271689651403	1117.78579727614	898.227569642431	356.906279147629	173.06193140447	201.414626913727	658.320298210185	313.292053431247	46.9699495959825	184.624277489125	907.414463996314
TTPA	0	0	0.717176774402298	1.47080411870142	1.1056003055717	0	1.31349682406127	0	0	0	0	0	0	37.575959676786	1.62664561664427	0
YTHDF3	1368.439548607	769.191878904999	698.530178267839	1251.65430501491	1971.28534483435	1194.20700704092	1000.22783152266	828.908626412511	1995.84417857626	1139.38627800196	821.342433521142	766.031742883019	1876.04472232202	159.69782862634	1096.35914561824	2033.36095999174
BHLHE22	0	0.622827432311741	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CYP7B1	0	0	0	2.94160823740284	0	0	0	0	0	0	0	0	0	0	0	2.17084799999118
ARMC1	417.557114614718	265.947313597113	986.835241577563	667.745069890445	2718.67115140082	912.729032639505	1088.23211873476	1168.93628478243	1384.14928088698	805.146496319506	817.215084608975	1064.30958966933	685.905679109831	1587.58429634421	1102.05240527649	1267.77523199485
MTFR1	63.3261974771136	150.101411187129	51.6367277569655	107.368700665204	1108.91710648842	151.270476038855	83.4070483278907	121.855405467332	295.231256405404	144.837238729062	99.056373891997	70.050100381633	298.461660369413	28.1819697575895	162.664561664427	123.0147199995
PDE7A	1606.90226098176	1190.84605058005	1366.93893201078	858.949605321629	9191.96094052315	1629.50854568437	1079.69438937836	1205.41993911397	4167.61383185985	1512.9920784159	1258.84141821079	922.702935134413	2184.70227792145	206.667778222323	906.854931279182	379.898399998457
DNAJC5B	0	0	2.1515303232069	13.2372370683128	0	0	0	0	21.2323848784709	0	0	0	0	9.39398991919649	0	0
TRIM55	0	0	0	5.88321647480568	0	0	0	0	0	0	0	0	0	0	0	0
CRH	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RRS1	160.294437363944	122.074176733101	121.920051648391	125.018350089621	98.3984271958816	67.0185653336699	76.8395642075843	60.5628661903507	244.677959075712	126.268361968926	176.650533440728	158.930872908866	434.715896625014	46.9699495959825	125.251712481609	109.989631999553
ADHFE1	75.1998595040724	67.8881901219797	194.354905863023	38.2409070862369	39.8016110005813	179.992718324714	128.722688758005	145.934617326146	169.859079027767	46.0508143651378	53.655535858165	28.6226216613124	0	37.575959676786	41.4794632244289	65.1254399997354
VXN	0.989471835579899	5.60544689080566	0	2.94160823740284	0	5.10617640637485	0	2.91869234652293	0	0	0	0	0.926899566364636	9.39398991919649	0.813322808322136	1.44723199999412
MYBL1	639.198805784615	361.862738173121	588.802131784287	100.014680071697	53.0688146674418	383.601502528911	313.268992538613	96.3168474352566	922.092143293592	564.493853508141	304.598349717891	424.819963604742	468.084281014141	56.3639395151789	341.595579495297	39.0752639998413
VCPIP1	2692.35286461291	1029.53374561131	1149.63436936688	497.13179212108	5406.38549424563	1199.31318344729	675.794115979524	914.280377548307	1469.07882040086	1276.79596602697	881.601727638773	726.110717934346	1836.18804096834	187.87979838393	1442.83466196347	715.656223997093
SGK3	31.6630987385568	12.4565486462348	37.2931922689195	7.3540205935071	148.150440946608	1.27654410159371	19.0457039488884	48.1584237176283	12.1327913591262	141.866218447441	47.0517775986986	64.0242852950409	402.274411802252	37.575959676786	15.4531333581206	57.8892799997648
MCMDC2	0	0	0	2.94160823740284	0	34.4666907430302	0.656748412030635	13.8637886459839	0	0	0	14.3113108306562	0.926899566364636	56.3639395151789	0	0
TCF24	0	0	0	0	0	0	0	2.1890192598922	0	0	0	0	0	9.39398991919649	0	0
PPP1R42	0	0	0	0	0	0	0	0	0	0	0	1.50645377164802	0	56.3639395151789	0	0
COPS5	979.577117224101	1099.29041803022	1665.28447016214	831.004327066302	1666.13966049656	1376.75281356882	1021.24378070764	971.924551392135	768.410119411326	1383.75269616535	975.70528283617	1231.52595832226	817.525417533609	1841.22202416251	1360.68905832293	1088.31846399558
CSPP1	671.851376358752	385.530180600967	334.204376871471	519.193853901601	723.062599843894	347.858267684287	477.456095546272	273.627407486524	895.804428682152	306.015089007045	378.065160354455	262.87618315258	526.478953695114	413.335556444646	340.782256686975	21.7084799999118
ARFGEF1	1907.70169899805	803.447387682145	1321.75679522344	981.026347173847	1114.44510801628	1079.31803789748	690.899329456229	936.170570147229	1482.22267770659	1030.20128265236	920.398807413139	957.351371882317	2159.6759896296	225.455758060716	758.830180164553	964.580127996082
CPA6	0	0	0	0	0	0	0.656748412030635	0	0	0	0	0	0.926899566364636	28.1819697575895	0	0
PREX2	0.989471835579899	0	1.4343535488046	0	0	0	0.656748412030635	0	0	3.71377535202724	0	0.75322688582401	0	93.9398991919649	0	0.72361599999706
C8orf34	0	0.622827432311741	1.4343535488046	0	3.31680091671511	0	0	0	0	0	0	0.75322688582401	0	75.1519193535719	0	2.89446399998824
SULF1	0	0	0	1.47080411870142	2.21120061114341	0	0	1.45934617326146	0	0	0	0	0	103.333889111161	2.43996842496641	1.44723199999412
SLCO5A1	1.9789436711598	0	35.1416619457126	0	0	3.19136025398428	0	0	0	0	0	0.75322688582401	0	46.9699495959825	0.813322808322136	2.89446399998824
PRDM14	0	1.24565486462348	0	0	0	0	0	0	0	0	0	1.50645377164802	0	28.1819697575895	0	0
NCOA2	1832.50183949397	1527.7956914607	1392.04011911486	1307.54486152556	2108.37978272524	485.086758605611	570.714370054622	403.509216906795	1410.43699549842	717.501398011663	979.007161965903	1114.02256413371	2272.75773672609	159.69782862634	1820.21644502494	1178.04684799521
TRAM1	3395.86733971022	1180.25798423075	2378.87536069242	2957.78708270856	6977.44352846302	1532.49119396325	2505.49519189687	2675.71120867489	4266.69829462605	2148.04766361256	1841.62308460871	2785.43302377719	4910.71390259984	3785.77793743619	2169.13192979514	4298.27903998254
LACTB2	119.726092105168	12.4565486462348	345.679205261908	150.022020107545	180.212849808188	215.097681118541	173.381580776088	356.810139362428	241.64476123593	125.525606898521	223.702311039427	231.240653947971	53.7601748491489	9.39398991919649	252.130070579862	73.8088319997002
XKR9	0	9.34241148467611	30.1214245248965	25.0036700179241	263.132872726066	0	0	0	0	0	47.8772473811319	73.816234810753	137.181135821966	18.787979838393	0	1.44723199999412
EYA1	0	0	0.717176774402298	0	0	0	0.656748412030635	0	0	0	0	1.50645377164802	0	65.7579294343754	0	0.72361599999706
MSC	24.7367958894975	37.3696459387044	276.113058144885	644.212203991222	19.9008055002907	32.5518745906397	456.440146361292	484.502929522806	58.6418249024433	59.4204056324359	686.790858984512	650.788029351945	32.4414848227623	2987.28879430448	258.636653046439	994.971999995958
TRPA1	52.4420072857347	61.6599157988623	38.0103690433218	1.47080411870142	166.945646141327	81.0605504512008	13.7917166526433	15.3231348192454	14.1549232523139	14.855101408109	28.8914423851658	38.4145711770245	55.6139739818782	46.9699495959825	22.7730386330198	0
KCNB2	0	0	0	2.94160823740284	0	0.638272050796856	0	0	0	0	0	0	0	18.787979838393	0	0
TERF1	265.178451935413	158.198167807182	180.011370374977	177.967298362872	606.974567758865	101.4852560767	350.703652024359	353.161773929274	627.871952834781	225.054786332851	323.584154713857	260.616502495108	373.540525244948	103.333889111161	122.811744056643	378.451167998463
SBSPON	0.989471835579899	37.3696459387044	0	1.47080411870142	14.3728039724321	5.10617640637485	21.672697597011	10.945096299461	23.2545167716586	2.97102028162179	32.193321514899	0	42.6373800527733	46.9699495959825	0	0.72361599999706
C8orf89	0	0	0	0	0	0	0	0	0	0	0	0	0	46.9699495959825	0	0
RPL7	1542.58659166906	953.548798869275	874.238487996402	653.037028703431	3720.34502824878	998.257487446283	577.938602586959	658.894797227551	1838.11789090762	762.06670223599	619.102336824981	1112.51611036206	2731.57302207658	4208.50748380003	1158.98500185904	677.304575997249
RDH10	1687.04947966373	1045.72725885141	727.934426018333	422.120782067308	1764.53808769244	882.091974201256	497.158547907191	499.096391255421	938.269198439093	623.171504070171	501.060157937018	667.359020840073	2155.96839136414	7327.31213697326	1594.92602711971	413.908351998319
STAU2	1475.30250684963	1045.72725885141	996.875716419195	641.270595753819	3265.94330265881	1235.05641829192	892.521091949634	937.62991632049	1227.43405916493	828.171903502075	593.512773569549	891.820632815628	1576.65616238625	573.033385070986	553.059509659053	183.798463999253
UBE2W	3812.43498248935	1946.9585534065	1101.58352548193	1620.82613880897	3472.69055980072	1038.46862664649	582.535841471174	531.931680153804	2334.5512706852	964.096081386272	1142.4501788877	592.036332257672	3840.14490344869	4208.50748380003	1333.03608283998	685.264351997216
ELOC	1286.31338625387	1073.75449330544	1228.52381455114	1934.10741609237	1509.14441710538	821.456129375554	792.695333320977	912.091358288415	1643.9932291616	883.135778712078	1178.77084931476	2475.85677370352	2231.97415580604	4931.84470757816	1347.67589338978	1338.68959999456
TMEM70	284.967888647011	168.786234156482	129.091819392414	310.339669046	400.227310616957	142.334667327699	166.157348243751	121.855405467332	452.957544074045	158.949585066766	175.825063658295	327.653695333445	387.444018740418	169.091818545537	227.730386330198	798.872063996755
LY96	199.87331078714	140.136172270142	232.365274906345	166.20086541326	658.937782120735	157.653196546824	99.1690102166259	134.259847940055	502.499775457144	231.7395819665	103.183722804164	119.763074846018	356.856333050385	0	69.1324387073816	92.6228479996237
JPH1	0	0	0	7.3540205935071	1.1056003055717	0	0	0	0	0	0	2.25968065747203	0	18.787979838393	0	0
GDAP1	1002.33496944244	362.485565605433	527.842105960092	397.117112049383	1095.64990282156	885.921606506037	358.584632968727	227.658003028788	405.437444584134	349.094883090561	198.112747783994	201.111578515011	1052.03100782386	18.787979838393	684.817804607239	213.466719999133
PI15	0	1.24565486462348	0	0	0	0	0	0	0	0	0	10.5451764015361	2.78069869909391	56.3639395151789	1.62664561664427	0
CRISPLD1	0	0	0	1.47080411870142	3.31680091671511	0.638272050796856	0	0	0	0	0	51.9726551218567	0	37.575959676786	0	2.17084799999118
HNF4G	0	0	0	0	0	0	0	0	2.0221318931877	0	0	1.50645377164802	0	37.575959676786	0	0
ZFHX4	0	0	15.0607122624483	20.5912576618199	1.1056003055717	79.1457342988102	0	0	1.01106594659385	0	0	3.01290754329604	0	18.787979838393	1.62664561664427	2.89446399998824
PEX2	2564.7109978231	1985.57385420983	1975.10483670393	1517.86985049987	6517.51380134519	1979.28162952105	1455.35448105989	1565.14877082292	2163.68112571084	1663.0286026378	1447.04852860559	1853.69136601289	4303.59468663101	7571.55587487237	1478.62086552964	1332.17705599459
PKIA	76.1893313396523	143.873136864012	83.9096826050689	105.897896546502	818.144226123061	75.3161019940291	61.0776023188491	202.849118083343	835.140471886521	64.619691125274	191.508989524527	3.76613442912005	405.055110501346	93.9398991919649	103.291996656911	96.9645439996061
ZC2HC1A	15.8315493692784	231.068977387656	208.698441351069	105.897896546502	68.5472189454456	346.581723582693	202.278510905436	152.501675105823	295.231256405404	212.427950135958	146.933621273129	152.905057822274	223.382795493877	1531.22035682903	235.863614413419	25.3265599998971
IL7	17.8104930404382	0	17.9294193600575	133.843174801829	0	14.6802571683277	15.1052134767046	63.4815585368737	0	2.97102028162179	14.0329863013662	67.7904197241609	2.78069869909391	46.9699495959825	55.3059509659053	6.51254399997354
STMN2	0	0	0	2.94160823740284	0	0	0	0	0	0	0	0	43.5642796191379	37.575959676786	0	0
HEY1	0	2.49130972924696	0.717176774402298	4.41241235610426	1.1056003055717	0	0	0.729673086630732	147.615628202702	0	0	0	0	18.787979838393	0	1.44723199999412
MRPS28	29.684155067397	62.2827432311741	58.0913187265862	58.8321647480568	49.7520137507267	74.6778299432322	40.0616531338688	53.2661353240434	65.7192865286003	57.1921404212195	58.6083545527649	58.7516970942728	28.7338865573037	263.031717737502	78.8923124072472	60.7837439997531
TPD52	585.767326663301	97.7839068729433	178.577016826172	127.959958327024	798.24342062277	159.568012699214	136.603669702372	155.420367452346	277.032069366715	250.308458726636	229.48059951646	150.645377164802	222.455895927513	28.1819697575895	43.1061088410732	285.104703998842
ZBTB10	193.93647977366	166.917751859546	22.9496567808735	48.5365359171469	783.870616650338	153.823564242042	71.5855769113393	2.1890192598922	14.1549232523139	5.94204056324359	87.4997969379307	0.75322688582401	64.8829696455246	75.1519193535719	115.491838781743	70.1907519997149
ZNF704	0	0	21.515303232069	0	217.803260197626	2.55308820318743	1.97024523609191	41.5913659379517	5.05532973296925	0.742755070405449	0	3.01290754329604	321.634149528529	84.5459092727684	93.5321229570457	0
PAG1	7206.32337852841	5575.5511740547	4376.92985417723	3535.81310135821	14264.4551424861	3553.2605067861	2942.88963430928	3190.13073474956	7573.89500593454	4560.51613228945	3243.27077518047	3700.60369005336	6417.85259750874	892.429042323667	4247.98502786652	3473.35679998589
FABP5	70.2525003261729	115.223074977672	78.8894451842528	42.6533194423412	76.2864210844476	21.0629776762963	37.4346594857462	18.971500252399	118.294715751481	28.9674477458125	113.914829975797	72.309781039105	208.552402432043	28.1819697575895	64.2525018574488	36.9044159998501
PMP2	0	0	0	0	0	0	0	0	0	0	0	0	0	28.1819697575895	0	0
FABP9	0	0	0	0	0	0	0	0	0	0	0	0	0	9.39398991919649	0	0
FABP4	0	0	0	0	7.73920213900193	0	0	0	0	0	0	0.75322688582401	0	0	0	0
FABP12	0	0	1.4343535488046	0	0	0	0	0	0	0	0	0	0	37.575959676786	0	0
